fecha,Total de cuentas validadas,"Cuentas validadas de Banco Autofin México, S.A.","Cuentas validadas de Banco Bancrea, S.A.","Cuentas validadas de Banco Ahorro Famsa, S.A.","Cuentas validadas de Bansi, S.A.","Cuentas validadas de BanCoppel, S.A.","Cuentas validadas de Banco del Bajío, S.A.","Cuentas validadas de Banco Base, S.A.","Cuentas validadas de Bankaool, S.A.","Cuentas validadas de Banco del Ahorro Nacional y Servicios Financieros, S.N.C.",Cuentas validadas de Banco Regional S.A.,"Cuentas validadas de Banco Actinver, S.A.","Cuentas validadas de Banco Azteca, S.A.","Cuentas validadas de Banco Nacional del Ejército, Fuerza Aérea y Armada","Cuentas validadas de Banco Mercantil del Norte, S.A.","Cuentas validadas de Banca Afirme, S.A.","Cuentas validadas de ABC Capital, S.A.","Cuentas validadas de Banco Nacional de México, S.A.","Cuentas validadas de Opciones Empresariales del Noreste, S.A. de C.V.","Cuentas validadas de BBVA Bancomer, S.A.","Cuentas validadas de Scotiabank Inverlat, S.A.","Cuentas validadas de Intercam Banco, S.A.","Cuentas validadas de Banca Mifel, S.A.","Cuentas validadas de Banco Ve Por Mas, S.A.","Cuentas validadas de Banco Pagatodo, S.A.","Cuentas validadas de Fundación Dondé Banco, S.A.","Cuentas validadas de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Cuentas validadas de Banco Monex, S.A.","Cuentas validadas de Banco Compartamos, S.A.","Cuentas validadas de HSBC México, S.A.","Cuentas validadas de Banco Inbursa, S.A.","Cuentas validadas de CIBanco, S.A.","Cuentas validadas de Banco Invex, S.A.","Cuentas validadas de Banco Santander (México), S.A.","Cuentas validadas de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Cuentas validadas de Banco Multiva, S.A.","Cuentas validadas de Banco Inmobiliario Mexicano, S.A.","Cuentas validadas de Consubanco, S.A","Cuentas validadas de Banco Sabadell, S.A.","Cuentas validadas de Accendo Banco, S.A.","Cuentas validadas de Operadora de Pagos Móviles de México, S.A de C.V."
2020-10-31,"10,085",1,1,N/E,0,"1,004",7,0,1,0,82,0,348,14,169,41,0,"1,853",0,"5,474",473,1,2,0,26,0,0,0,3,319,28,0,0,238,0,0,0,0,0,N/E,0
2020-11-01,"15,074",1,0,N/E,0,"3,771",-1,1,0,0,61,0,254,23,119,7,0,"1,413",0,"8,603",296,0,1,0,19,0,0,0,3,299,22,0,0,177,4,0,0,1,0,N/E,0
2020-11-02,"19,094",1,0,N/E,0,"4,281",5,0,0,0,83,0,983,14,123,45,0,"1,823",1,"10,542",402,1,2,0,41,0,1,0,6,487,37,-1,0,215,1,0,0,0,1,N/E,0
2020-11-03,"4,506",1,0,N/E,0,"1,965",16,0,2,0,93,0,787,16,103,51,0,537,0,83,72,6,2,1,30,0,0,1,3,547,25,0,0,164,0,0,0,0,1,N/E,0
2020-11-04,"23,189",1,0,N/E,0,"4,392",4,0,0,0,133,0,451,20,124,48,0,"2,408",3,"14,856",12,0,0,0,35,0,0,1,6,398,51,0,0,239,4,0,0,2,1,N/E,0
2020-11-05,"22,519",0,0,N/E,0,"4,298",15,0,0,0,306,0,455,13,157,61,0,"2,672",2,"13,614",228,0,3,0,28,0,1,3,2,366,30,0,0,259,4,0,0,0,2,N/E,0
2020-11-06,"20,424",0,0,N/E,0,"1,154",6,0,0,0,241,0,486,17,151,46,0,"1,731",1,"15,650",217,2,9,0,4,0,0,0,9,416,34,0,0,247,2,0,0,0,1,N/E,0
2020-11-07,"17,369",0,0,N/E,0,"3,812",5,0,0,0,241,0,450,14,111,36,0,"1,675",0,"10,088",341,0,4,0,9,0,1,0,4,326,31,0,0,220,1,0,0,0,0,N/E,0
2020-11-08,"15,625",0,0,N/E,0,"4,002",9,0,1,0,209,0,"1,086",13,112,40,0,"1,486",0,"7,736",342,2,4,0,6,0,0,0,2,397,20,0,0,157,1,0,0,0,0,N/E,0
2020-11-09,"21,488",0,0,N/E,0,"3,503",4,0,2,0,220,0,"1,438",17,134,24,0,"1,685",3,"13,587",100,6,5,0,46,0,0,0,7,451,26,1,0,228,1,0,0,0,0,N/E,0
2020-11-10,"24,768",0,0,N/E,0,"4,787",8,0,1,0,254,0,660,20,132,63,0,"2,241",6,"15,429",272,5,6,1,26,0,0,0,5,529,16,1,0,302,1,1,0,1,1,N/E,0
2020-11-11,"23,990",0,1,N/E,0,"4,677",2,0,4,0,216,0,591,34,146,44,0,"2,221",3,"14,899",376,3,1,0,29,0,0,0,9,416,40,0,0,275,2,0,0,0,1,N/E,0
2020-11-12,"25,246",0,0,N/E,0,"4,872",9,0,2,0,229,0,914,22,195,44,0,"2,212",-1,"16,001",188,1,9,1,20,0,0,0,7,379,59,0,0,80,1,0,0,0,2,N/E,0
2020-11-13,"9,726",1,0,N/E,0,"2,150",13,0,1,0,142,0,662,45,149,62,0,"1,213",3,"4,583",40,3,5,0,16,0,0,1,4,496,33,0,0,103,1,0,0,0,0,N/E,0
2020-11-14,"17,823",1,0,N/E,0,"3,043",7,0,1,0,188,0,509,30,185,78,0,"2,119",0,"10,430",406,1,5,0,17,0,0,0,7,423,23,0,0,348,1,0,0,0,1,N/E,0
2020-11-15,"17,151",1,0,N/E,0,"4,904",7,0,0,0,144,0,383,16,167,37,0,"1,670",-1,"8,984",227,0,6,0,21,0,0,0,4,336,25,0,0,215,5,0,0,0,0,N/E,0
2020-11-16,"18,393",1,0,N/E,0,"4,722",6,0,1,0,198,0,418,22,149,38,0,"1,992",0,"9,860",344,1,2,0,15,0,0,0,3,371,0,0,0,249,1,0,0,0,0,N/E,0
2020-11-17,"22,115",0,0,N/E,0,"4,791",12,0,0,0,174,0,416,17,187,44,0,"1,855",0,"13,589",96,3,3,0,22,0,0,0,10,559,37,0,0,292,5,0,0,0,3,N/E,0
2020-11-18,"19,035",0,1,N/E,0,"2,241",7,0,0,0,166,0,452,17,149,58,0,"2,101",1,"12,963",97,4,5,0,18,0,0,0,7,466,39,0,0,242,0,0,0,0,1,N/E,0
2020-11-19,"21,622",0,0,N/E,0,"4,491",10,-1,-3,0,179,0,414,20,150,66,0,"2,157",2,"13,140",208,3,3,2,18,0,0,0,3,436,34,0,0,282,7,0,0,0,1,N/E,0
2020-11-20,"19,426",1,0,N/E,0,"1,843",6,0,0,0,164,0,485,17,216,98,0,"2,017",1,"13,558",99,3,3,2,23,0,0,0,8,611,38,0,0,229,1,0,0,0,3,N/E,0
2020-11-21,"16,797",0,0,N/E,0,"4,349",10,0,0,0,127,0,392,21,143,86,0,"1,665",0,"9,003",269,1,2,1,16,0,0,0,1,454,42,0,0,208,7,0,0,0,0,N/E,0
2020-11-22,"12,990",0,0,N/E,0,"3,727",5,0,0,0,127,0,365,15,96,33,0,"1,458",0,"6,439",241,1,3,1,7,0,0,0,5,250,25,0,0,189,1,2,0,0,0,N/E,0
2020-11-23,"20,485",0,0,N/E,0,"4,157",8,0,0,0,156,0,428,14,167,81,0,"2,265",2,"12,218",202,3,5,0,16,0,0,0,2,457,39,1,0,264,0,0,0,0,0,N/E,0
2020-11-24,"20,577",0,0,N/E,0,"4,037",9,0,3,0,204,0,401,10,172,97,0,"2,276",1,"12,154",387,3,5,0,21,0,2,0,3,507,17,0,0,264,2,1,0,1,0,N/E,0
2020-11-25,"20,170",2,0,N/E,0,"3,938",11,-1,2,0,184,0,382,17,168,66,0,"2,353",1,"11,955",364,5,9,0,19,0,0,0,8,392,32,1,0,259,2,0,0,0,1,N/E,0
2020-11-26,"13,393",0,0,N/E,0,"2,370",28,0,1,0,166,0,320,13,115,44,0,"1,723",1,"7,908",137,1,3,0,15,0,-1,0,5,376,21,0,0,144,2,0,0,0,1,N/E,0
2020-11-27,"20,066",0,0,N/E,1,"1,974",23,0,0,0,138,0,461,30,224,58,0,"1,642",2,"14,749",99,4,5,1,16,0,0,0,7,351,58,0,0,220,3,0,0,0,0,N/E,0
2020-11-28,"16,721",0,0,N/E,0,"4,091",15,0,0,0,177,0,407,22,140,91,0,"1,231",0,"9,439",350,5,0,0,18,0,1,0,1,421,45,0,0,262,3,0,0,0,2,N/E,0
2020-11-29,"14,098",0,0,N/E,0,"3,752",8,0,0,0,127,0,338,0,139,54,0,"1,696",0,"7,257",217,0,1,0,17,0,0,0,5,294,31,0,0,159,3,0,0,0,0,N/E,0
2020-11-30,"8,851",0,0,N/E,0,"1,016",13,0,0,0,165,0,387,13,175,57,0,"1,007",2,"5,148",79,2,2,0,22,0,0,1,3,533,32,0,0,193,0,0,0,0,1,N/E,0
2020-12-01,"18,069",0,0,N/E,0,"4,637",9,0,1,0,183,0,370,19,104,90,0,"2,336",4,"9,493",16,0,2,0,18,0,1,1,5,536,58,0,0,180,4,1,0,0,1,N/E,0
2020-12-02,"19,485",0,1,N/E,0,"4,576",18,0,3,0,203,0,363,19,174,91,0,"2,291",3,"10,606",131,4,5,1,34,0,0,0,6,594,53,1,0,307,2,0,0,0,-1,N/E,0
2020-12-03,"20,418",0,0,N/E,0,"4,235",13,0,0,0,184,0,332,18,196,112,0,"2,032",1,"12,533",156,3,2,1,30,0,0,0,4,240,39,0,0,284,2,0,0,0,1,N/E,0
2020-12-04,"12,353",6,0,N/E,0,"3,509",12,0,1,0,176,0,352,18,194,41,0,"1,901",1,"5,241",176,2,4,1,20,0,0,0,5,353,53,0,0,278,5,1,0,0,3,N/E,0
2020-12-05,"16,507",0,0,N/E,0,"4,072",8,0,0,0,154,0,457,13,209,43,0,"2,093",0,"8,272",323,1,2,1,15,0,0,0,0,416,36,0,0,389,2,0,0,0,1,N/E,0
2020-12-06,"13,210",3,0,N/E,0,"3,466",4,0,1,0,125,0,331,12,139,19,0,"1,534",0,"6,846",220,1,3,0,13,0,1,0,5,273,3,0,0,209,2,0,0,0,0,N/E,0
2020-12-07,"15,946",0,0,N/E,0,"3,715",5,0,1,0,156,0,385,16,186,46,0,"1,935",4,"8,732",70,5,5,0,24,0,0,0,3,311,48,0,0,293,5,0,0,0,1,N/E,0
2020-12-08,"20,773",1,0,N/E,0,"3,971",8,0,2,0,207,0,339,15,203,54,0,"2,007",5,"12,590",291,3,6,1,10,0,0,0,9,647,45,0,0,349,5,2,0,0,3,N/E,0
2020-12-09,"21,237",1,1,N/E,0,"3,937",13,0,-1,0,321,1,355,6,168,10,0,"2,147",3,"13,133",220,3,5,0,23,0,0,0,6,554,46,0,0,281,4,0,0,0,0,N/E,0
2020-12-10,"22,512",2,0,N/E,0,"3,789",15,0,1,0,419,0,438,17,205,19,0,"1,902",0,"14,791",101,4,6,0,20,0,0,0,2,524,44,0,0,209,3,1,0,0,0,N/E,0
2020-12-11,"17,683",0,0,N/E,1,"2,366",22,0,0,0,381,0,422,15,189,129,0,"1,479",2,"11,658",55,4,2,1,20,0,0,0,5,659,41,0,0,223,4,0,0,0,5,N/E,0
2020-12-12,"16,427",0,0,N/E,1,"4,512",7,0,0,0,275,0,353,13,176,105,0,"1,745",0,"8,095",266,1,3,0,1,0,0,0,1,585,31,0,0,254,2,0,0,0,1,N/E,0
2020-12-13,"14,157",1,0,N/E,0,"3,746",6,0,0,0,198,0,373,23,129,28,0,"1,535",0,"7,262",209,2,9,0,29,0,0,0,3,384,26,1,0,185,7,0,0,0,1,N/E,0
2020-12-14,"23,143",0,0,N/E,1,"4,430",13,0,-1,0,290,0,485,24,166,114,0,"1,682",0,"14,942",44,13,0,1,6,0,-1,0,6,684,41,0,0,198,2,2,0,0,1,N/E,0
2020-12-15,"22,732",0,2,N/E,0,"5,739",23,0,0,0,395,0,499,24,229,189,0,"1,802",3,"12,984",61,1,3,2,23,0,0,0,5,523,46,0,0,173,6,0,0,0,0,N/E,0
2020-12-16,"22,745",0,0,N/E,0,"5,180",12,0,0,0,277,0,488,10,202,71,0,"1,981",7,"13,542",111,2,7,0,18,0,1,0,6,526,39,1,0,260,3,0,0,1,0,N/E,0
2020-12-17,"21,748",1,0,N/E,0,"4,649",13,0,1,0,219,0,468,23,215,111,0,"1,690",1,"13,474",119,0,3,1,8,0,0,0,2,457,43,0,0,247,2,0,0,0,1,N/E,0
2020-12-18,"19,988",0,0,N/E,0,"4,318",12,0,1,0,219,0,498,21,181,81,0,"1,110",3,"12,526",105,1,1,0,8,0,0,0,9,555,36,0,0,299,4,0,0,0,0,N/E,0
2020-12-19,"15,836",0,0,N/E,0,"3,508",8,0,0,0,146,0,467,8,146,51,0,"1,656",2,"8,879",240,1,2,0,1,0,-1,0,1,436,30,0,0,253,2,0,0,0,0,N/E,0
2020-12-20,"14,094",1,0,N/E,0,"3,882",5,0,1,0,117,0,409,12,136,8,0,"1,370",-1,"7,265",221,1,3,0,10,0,0,1,3,427,14,0,0,206,2,0,0,0,1,N/E,0
2020-12-21,"20,732",0,0,N/E,0,"4,510",13,0,0,0,158,2,478,2,180,36,0,"1,646",3,"12,773",104,0,5,1,9,0,0,1,5,525,26,0,0,254,1,0,0,0,0,N/E,0
2020-12-22,"20,650",0,0,N/E,0,"3,719",17,0,2,0,199,0,504,18,168,25,0,"2,062",11,"13,012",117,1,5,0,4,0,0,0,6,461,37,0,0,277,5,0,0,0,0,N/E,0
2020-12-23,"20,084",1,0,N/E,0,"4,026",15,0,0,0,139,0,505,28,201,97,0,"1,607",1,"12,548",116,4,7,1,10,0,0,0,2,445,46,1,0,281,3,0,0,0,0,N/E,0
2020-12-24,"14,658",1,1,N/E,0,"2,915",5,0,0,0,96,0,375,14,101,46,0,"1,408",3,"9,024",87,0,3,0,0,0,0,0,3,337,26,0,0,209,2,0,0,0,2,N/E,0
2020-12-25,"9,363",0,0,N/E,0,"1,423",4,0,0,0,87,0,257,10,99,11,0,"1,196",1,"5,807",143,2,2,1,5,0,0,0,3,143,18,0,0,148,3,0,0,0,0,N/E,0
2020-12-26,"14,465",1,0,N/E,1,"3,123",5,0,0,0,92,0,364,12,106,35,0,"1,489",1,"8,527",231,0,2,1,5,0,1,0,2,225,33,0,0,209,0,0,0,0,0,N/E,0
2020-12-27,"12,827",1,0,N/E,0,"3,693",5,0,0,0,89,0,390,12,99,9,0,"1,306",0,"6,576",155,0,1,1,1,0,0,0,0,279,32,0,0,173,5,0,0,0,0,N/E,0
2020-12-28,"20,119",1,0,N/E,0,"4,419",2,0,0,0,129,0,424,13,126,59,0,"1,527",5,"12,545",150,2,2,0,1,0,0,0,4,467,32,0,0,207,3,1,0,0,0,N/E,0
2020-12-29,"20,844",0,0,N/E,0,"4,329",8,0,1,0,191,0,426,43,144,99,0,"1,877",2,"12,914",130,6,1,1,9,0,0,0,5,367,28,0,0,266,-3,0,0,0,0,N/E,0
2020-12-30,"20,643",0,0,N/E,0,"4,328",17,-1,2,0,160,0,403,20,190,71,0,"1,414",1,"13,080",89,2,4,0,3,0,0,0,7,607,47,0,0,196,3,0,0,0,0,N/E,0
2020-12-31,"15,023",2,0,N/E,0,"3,020",16,0,0,0,112,1,333,15,143,77,0,897,0,"9,742",61,1,3,0,2,0,0,0,4,354,32,0,0,202,6,0,0,0,0,N/E,0
2021-01-01,"6,969",0,0,N/E,0,"1,297",7,0,0,0,90,0,312,6,100,23,0,995,0,"3,660",173,0,1,2,2,0,0,0,1,148,14,0,0,135,3,0,0,0,0,N/E,0
2021-01-02,"16,006",0,0,N/E,0,"5,368",11,0,0,0,108,0,403,6,127,89,0,"1,412",0,"7,981",232,1,1,0,1,0,0,0,5,46,19,0,0,191,4,0,0,0,1,N/E,0
2021-01-03,"13,618",1,0,N/E,0,"4,500",8,0,0,0,92,0,393,19,112,26,0,"1,366",0,"6,313",211,2,3,0,16,0,0,0,3,352,26,0,0,173,2,0,0,0,0,N/E,0
2021-01-04,"13,237",0,0,N/E,1,"4,828",6,0,0,0,116,0,304,12,114,18,0,"1,069",-1,"6,355",22,2,0,0,3,0,0,0,0,281,20,0,0,87,-1,0,0,0,1,N/E,0
2021-01-05,"20,076",1,0,N/E,0,"5,272",20,0,0,0,152,0,393,31,133,49,0,"1,621",0,"11,559",54,2,7,0,5,0,0,0,2,500,22,0,0,243,8,0,0,0,2,N/E,0
2021-01-06,"20,561",0,0,N/E,0,"4,898",12,0,0,0,181,0,396,9,136,50,0,"1,810",-1,"12,339",222,2,2,0,9,0,0,0,9,267,32,0,0,185,2,0,0,0,1,N/E,0
2021-01-07,"21,463",1,0,N/E,0,"4,836",11,0,0,0,156,0,484,0,163,32,0,"2,059",4,"12,888",182,1,4,0,9,0,0,0,5,332,28,1,0,266,1,0,0,0,0,N/E,0
2021-01-08,"21,063",0,0,N/E,1,"5,254",14,0,1,0,152,0,456,21,146,51,0,"1,420",2,"12,583",97,0,8,0,5,0,0,0,4,514,44,0,0,289,1,0,0,0,0,N/E,0
2021-01-09,"14,110",0,0,N/E,0,"5,214",8,0,0,0,97,0,378,7,124,42,0,"1,420",1,"5,917",217,2,1,0,1,0,0,0,4,453,30,0,0,192,2,0,0,0,0,N/E,0
2021-01-10,"12,821",0,0,N/E,0,"4,173",6,0,0,0,123,0,367,16,83,38,0,"1,058",0,"6,182",197,1,1,1,4,0,0,0,3,381,24,1,0,158,4,0,0,0,0,N/E,0
2021-01-11,"19,727",0,0,N/E,0,"5,349",11,0,1,0,131,0,363,15,128,59,0,"1,568",2,"10,901",310,2,2,0,7,0,0,1,2,596,30,0,0,246,3,0,0,0,0,N/E,0
2021-01-12,"22,283",3,0,N/E,0,"5,354",14,0,-1,0,141,0,416,16,152,66,0,"1,771",1,"13,309",312,1,1,1,4,0,0,0,5,443,23,0,0,241,8,2,0,0,0,N/E,0
2021-01-13,"22,146",1,0,N/E,0,"4,495",10,0,3,0,155,0,403,10,167,50,0,"1,885",2,"13,842",293,2,1,1,6,0,0,0,3,581,32,0,0,200,4,0,0,0,0,N/E,0
2021-01-14,"23,003",0,0,N/E,0,"5,099",12,0,1,0,159,0,311,25,183,59,0,"1,467",0,"14,426",404,3,3,0,5,0,0,0,7,592,40,1,0,203,2,0,0,0,1,N/E,0
2021-01-15,"19,734",2,0,N/E,0,"5,567",22,0,0,0,134,0,452,13,245,113,0,"1,094",2,"11,199",37,1,2,1,10,0,0,0,5,665,35,0,0,132,1,1,0,0,1,N/E,0
2021-01-16,"18,242",0,0,N/E,0,"5,396",5,0,0,0,142,0,421,9,174,21,0,"1,610",0,"9,406",243,1,4,0,4,0,0,2,1,560,39,0,0,199,3,0,0,0,2,N/E,0
2021-01-17,"12,692",0,0,N/E,0,"4,334",7,0,0,0,68,0,313,14,103,8,0,"1,161",0,"5,830",189,0,1,1,-1,0,1,0,9,445,16,0,0,191,2,0,0,0,0,N/E,0
2021-01-18,"19,298",0,1,N/E,0,"5,413",10,0,-1,0,157,0,376,14,124,14,0,"1,376",1,"10,804",389,1,6,1,-3,0,0,0,2,336,26,0,0,249,2,0,0,0,0,N/E,0
2021-01-19,"24,703",1,0,N/E,1,"4,867",4,0,2,0,216,0,337,15,141,35,0,"1,916",3,"16,017",359,1,2,0,8,0,0,0,5,489,25,0,0,252,6,0,0,0,1,N/E,0
2021-01-20,"23,261",0,0,N/E,0,"4,682",9,0,1,0,192,0,365,12,192,28,0,"1,881",2,"15,022",329,4,3,0,0,0,0,0,6,270,25,0,0,235,3,0,0,0,0,N/E,0
2021-01-21,"23,012",1,1,N/E,0,"4,480",8,0,1,0,153,0,395,9,162,36,0,"1,842",1,"14,953",328,1,4,0,-1,0,0,0,5,318,27,1,0,282,5,0,0,0,0,N/E,0
2021-01-22,"25,021",0,0,N/E,0,"4,290",7,0,1,0,139,0,361,8,150,70,0,"1,393",1,"17,945",-14,1,0,1,3,0,0,0,6,358,35,0,0,263,2,0,0,0,1,N/E,0
2021-01-23,"17,251",0,0,N/E,0,"4,307",11,0,0,0,114,0,378,9,179,40,0,"1,406",1,"10,042",239,2,1,0,-2,0,-1,0,7,285,20,1,0,211,1,0,0,0,0,N/E,0
2021-01-24,"12,548",1,0,N/E,0,"3,683",3,0,0,0,80,0,355,13,121,34,0,"1,137",0,"6,445",193,0,1,1,1,0,0,0,2,292,23,0,0,160,3,0,0,0,0,N/E,0
2021-01-25,"22,869",2,0,N/E,0,"4,800",12,0,0,0,140,0,416,12,144,39,0,"1,738",0,"14,375",372,1,0,0,17,0,0,0,5,554,36,0,0,201,5,0,0,0,0,N/E,0
2021-01-26,"24,661",0,0,N/E,0,"4,385",15,0,2,0,162,0,375,13,144,84,0,"1,917",1,"16,519",365,2,5,1,19,0,2,1,6,361,30,0,0,245,6,0,0,0,1,N/E,0
2021-01-27,"23,864",0,0,N/E,0,"4,257",10,0,0,0,131,0,411,4,161,61,0,"1,992",0,"15,628",354,3,3,1,15,0,0,2,3,589,23,0,0,209,6,1,0,0,0,N/E,0
2021-01-28,"24,093",2,0,N/E,0,"4,251",10,0,3,0,149,0,407,25,168,73,0,"1,590",3,"16,225",361,2,3,0,17,0,0,1,1,532,32,0,0,232,6,0,0,0,0,N/E,0
2021-01-29,"5,927",3,0,N/E,0,"4,421",13,0,0,0,120,0,424,34,276,112,0,881,0,"-1,165",123,4,3,0,-1,0,0,0,5,477,35,0,0,163,-1,0,0,0,0,N/E,0
2021-01-30,"17,722",3,0,N/E,0,"4,461",10,0,0,0,142,0,453,12,169,66,0,"1,657",1,"9,706",293,1,3,1,7,0,0,0,2,431,26,0,0,272,4,0,0,0,2,N/E,0
2021-01-31,"12,944",0,0,N/E,0,"3,786",9,0,1,0,110,0,350,9,129,63,0,"1,280",2,"6,360",218,4,3,0,4,0,0,0,2,380,32,0,0,196,6,0,0,0,0,N/E,0
2021-02-01,"15,777",0,0,N/E,0,"4,938",10,0,0,0,122,0,391,10,128,48,0,"1,543",0,"7,495",266,1,4,0,5,0,1,1,2,540,31,0,0,239,2,0,0,0,0,N/E,0
2021-02-02,"20,950",0,0,N/E,0,"4,629",9,0,0,0,142,1,419,11,165,118,0,"1,157",3,"13,070",356,2,2,1,17,0,-1,0,5,513,43,1,0,284,3,0,0,0,0,N/E,0
2021-02-03,"23,741",1,0,N/E,1,"4,510",3,0,0,0,142,0,377,14,141,129,0,"1,682",1,"15,531",294,4,5,1,27,0,1,0,8,562,46,0,0,259,1,0,0,0,1,N/E,0
2021-02-04,"22,444",0,0,N/E,0,"4,330",5,0,-1,0,122,0,445,21,142,143,0,"1,412",2,"14,643",370,2,2,1,14,0,-1,0,4,528,28,0,0,223,8,0,0,0,1,N/E,0
2021-02-05,"21,225",0,0,N/E,0,"4,198",8,0,1,0,112,1,471,8,172,85,0,"1,247",2,"13,719",347,2,3,2,11,0,1,0,5,515,32,1,0,273,9,0,0,0,0,N/E,0
2021-02-06,"15,732",2,0,N/E,0,"4,428",8,0,0,0,109,0,421,13,110,96,0,"1,462",0,"8,103",213,1,1,0,10,0,0,0,4,553,-1,0,0,195,3,0,0,0,1,N/E,0
2021-02-07,"11,807",0,0,N/E,0,"3,568",3,0,0,0,89,0,355,6,96,45,0,"1,195",0,"5,356",185,1,0,1,11,0,0,0,3,757,0,0,0,132,3,0,0,0,1,N/E,0
2021-02-08,"19,991",0,0,N/E,0,"4,750",7,0,2,0,140,-1,402,10,209,87,0,"1,568",1,"11,359",307,1,1,1,8,0,0,0,4,855,21,0,0,246,12,0,0,0,1,N/E,0
2021-02-09,"18,837",0,0,N/E,0,"4,459",12,0,0,0,191,0,382,13,175,132,0,"1,570",3,"10,447",303,5,5,0,33,0,0,0,5,829,44,1,0,222,5,0,0,0,1,N/E,0
2021-02-10,"18,137",1,0,N/E,0,"4,253",8,0,0,0,185,0,397,11,241,182,0,"1,761",1,"10,024",322,2,4,0,20,0,0,0,2,428,35,1,0,255,4,0,0,0,0,N/E,0
2021-02-11,"18,129",0,0,N/E,0,"4,186",8,0,2,0,153,0,341,14,225,145,0,"1,899",1,"9,955",329,0,0,0,8,0,0,0,2,551,27,0,0,278,4,0,0,0,1,N/E,0
2021-02-12,"17,051",6,0,N/E,0,"4,154",15,0,1,0,214,0,371,23,258,150,0,"1,519",8,"9,021",368,0,0,1,14,0,1,0,7,649,37,0,0,225,8,1,0,0,0,N/E,0
2021-02-13,"13,961",0,0,N/E,0,"4,670",7,0,0,0,157,0,314,27,135,78,0,"1,526",0,"6,150",206,1,4,1,8,0,0,0,3,393,23,0,0,254,4,0,0,0,0,N/E,0
2021-02-14,"9,299",0,0,N/E,0,"3,464",3,0,0,0,96,0,253,20,123,26,0,"1,208",0,"3,329",169,2,1,0,0,0,0,0,3,419,17,0,0,167,-1,0,0,0,0,N/E,0
2021-02-15,"17,343",1,0,N/E,0,"4,968",16,0,2,0,167,0,337,23,199,124,0,935,1,"9,341",339,1,3,0,10,0,0,0,5,620,34,0,0,218,-1,0,0,0,0,N/E,0
2021-02-16,"17,577",0,0,N/E,0,"4,877",13,0,0,0,178,0,347,22,210,106,0,"1,552",3,"8,832",297,0,4,1,22,0,0,0,6,804,29,1,0,272,0,0,0,0,1,N/E,0
2021-02-17,"14,155",1,0,N/E,0,"1,988",11,0,0,0,146,0,345,19,234,164,0,"1,931",3,"8,018",328,3,2,2,4,0,0,2,2,669,38,0,0,240,5,0,0,0,0,N/E,0
2021-02-18,"13,827",3,0,N/E,0,"1,616",7,0,0,0,161,0,374,7,216,132,0,"1,753",2,"8,234",306,1,2,0,8,0,0,0,1,711,20,1,0,267,5,0,0,0,0,N/E,0
2021-02-19,"16,566",1,0,N/E,0,"4,376",9,0,2,0,139,0,356,15,209,94,0,"1,627",1,"8,372",318,4,1,1,10,0,0,0,6,703,25,0,0,294,3,0,0,0,0,N/E,0
2021-02-20,"12,798",0,0,N/E,0,"4,552",9,0,0,0,111,0,327,10,166,105,0,"1,259",1,"5,471",212,2,0,0,10,0,1,0,2,359,16,0,0,181,4,0,0,0,0,N/E,0
2021-02-21,"10,354",0,0,N/E,0,"3,635",7,0,0,0,105,0,296,7,130,97,0,609,0,"4,401",188,0,1,0,13,0,0,0,6,672,31,0,0,155,1,0,0,0,0,N/E,0
2021-02-22,"17,016",0,0,N/E,0,"4,940",10,0,0,0,156,0,364,18,176,107,0,"1,492",0,"8,483",224,2,2,0,8,0,0,0,6,742,33,0,0,247,3,0,0,0,3,N/E,0
2021-02-23,"17,505",0,0,N/E,0,"4,431",17,0,0,0,197,0,353,7,226,113,0,"2,062",0,"8,613",245,0,3,1,18,0,0,0,4,921,34,0,0,251,7,0,0,0,2,N/E,0
2021-02-24,"16,691",0,0,N/E,0,"4,071",17,0,0,0,157,0,341,14,254,129,0,"1,958",0,"8,464",263,2,2,0,26,0,0,0,2,760,24,0,0,205,1,0,0,0,1,N/E,0
2021-02-25,"16,827",0,0,N/E,0,"4,065",14,0,0,0,135,0,372,14,218,138,0,"1,714",0,"8,673",354,0,3,0,16,0,1,0,12,843,26,0,0,223,3,0,0,0,3,N/E,0
2021-02-26,"11,279",0,0,N/E,0,"3,034",12,0,0,0,121,0,337,22,223,98,0,907,-1,"5,349",321,2,6,1,2,0,0,0,4,653,37,0,0,146,3,1,0,0,1,N/E,0
2021-02-27,"12,783",1,0,N/E,0,"4,812",12,0,0,0,137,0,340,23,182,196,0,"1,544",0,"4,414",246,1,0,1,6,0,0,0,3,601,34,0,0,227,2,1,0,0,0,N/E,0
2021-02-28,"12,025",0,0,N/E,0,"3,817",10,0,0,0,116,0,334,10,132,79,0,"1,430",0,"5,082",189,1,0,0,12,0,1,0,2,617,22,0,0,168,2,1,0,0,0,N/E,0
2021-03-01,"11,869",2,0,N/E,0,"4,980",17,0,1,0,150,0,388,18,208,87,0,867,0,"3,797",230,1,2,0,24,0,-1,0,3,798,31,1,0,260,3,1,0,0,1,N/E,0
2021-03-02,"16,371",3,0,N/E,0,"4,300",17,0,2,0,193,0,377,14,138,143,0,"1,838",0,"7,962",305,0,2,1,21,0,0,1,2,768,21,0,0,258,5,0,0,0,0,N/E,0
