fecha,Total de cuentas validadas,"Cuentas validadas de Banco Autofin México, S.A.","Cuentas validadas de Banco Bancrea, S.A.","Cuentas validadas de Banco Ahorro Famsa, S.A.","Cuentas validadas de Bansi, S.A.","Cuentas validadas de BanCoppel, S.A.","Cuentas validadas de Banco del Bajío, S.A.","Cuentas validadas de Banco Base, S.A.","Cuentas validadas de Bankaool, S.A.","Cuentas validadas de Banco del Ahorro Nacional y Servicios Financieros, S.N.C.",Cuentas validadas de Banco Regional S.A.,"Cuentas validadas de Banco Actinver, S.A.","Cuentas validadas de Banco Azteca, S.A.","Cuentas validadas de Banco Nacional del Ejército, Fuerza Aérea y Armada","Cuentas validadas de Banco Mercantil del Norte, S.A.","Cuentas validadas de Banca Afirme, S.A.","Cuentas validadas de ABC Capital, S.A.","Cuentas validadas de Banco Nacional de México, S.A.","Cuentas validadas de Opciones Empresariales del Noreste, S.A. de C.V.","Cuentas validadas de BBVA Bancomer, S.A.","Cuentas validadas de Scotiabank Inverlat, S.A.","Cuentas validadas de Intercam Banco, S.A.","Cuentas validadas de Banca Mifel, S.A.","Cuentas validadas de Banco Ve Por Mas, S.A.","Cuentas validadas de Banco Pagatodo, S.A.","Cuentas validadas de Fundación Dondé Banco, S.A.","Cuentas validadas de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Cuentas validadas de Banco Monex, S.A.","Cuentas validadas de Banco Compartamos, S.A.","Cuentas validadas de HSBC México, S.A.","Cuentas validadas de Banco Inbursa, S.A.","Cuentas validadas de CIBanco, S.A.","Cuentas validadas de Banco Invex, S.A.","Cuentas validadas de Banco Santander (México), S.A.","Cuentas validadas de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Cuentas validadas de Banco Multiva, S.A.","Cuentas validadas de Banco Inmobiliario Mexicano, S.A.","Cuentas validadas de Consubanco, S.A","Cuentas validadas de Banco Sabadell, S.A.","Cuentas validadas de Accendo Banco, S.A.","Cuentas validadas de Operadora de Pagos Móviles de México, S.A de C.V."
2021-07-04,"8,343",0,0,N/E,0,"2,379",5,0,0,0,42,1,331,14,130,27,0,"1,275",1,"3,373",183,1,3,1,6,0,0,0,4,301,27,0,0,232,7,0,0,0,0,N/E,0
2021-07-05,"12,817",0,0,N/E,0,"3,095",17,0,-1,0,65,0,343,18,203,41,0,"2,096",4,"5,718",284,2,2,0,2,0,1,0,2,590,33,0,0,293,7,0,0,2,0,N/E,0
2021-07-06,"12,721",1,0,N/E,0,"2,949",26,0,0,0,62,0,374,18,184,73,0,"2,069",0,"5,622",282,0,5,0,2,0,0,1,9,623,42,0,0,370,9,0,0,0,0,N/E,0
2021-07-07,"11,835",1,0,N/E,0,"2,831",18,0,0,0,67,0,367,18,177,88,0,"2,235",4,"4,934",272,3,4,0,5,0,0,0,6,432,39,0,0,326,8,0,0,0,0,N/E,0
2021-07-08,"13,092",0,0,N/E,0,"2,784",25,0,1,0,53,0,385,12,212,63,0,"2,171",6,"6,216",280,1,3,0,8,0,0,0,4,536,42,1,0,283,6,0,0,0,0,N/E,0
2021-07-09,"12,883",0,0,N/E,1,"2,664",37,0,0,0,60,0,391,9,211,49,0,"2,220",4,"6,099",268,4,1,1,2,0,0,1,7,501,41,1,0,303,8,0,0,0,0,N/E,0
2021-07-10,"9,330",0,0,N/E,0,"2,626",14,0,0,0,44,1,336,14,187,40,0,"1,286",0,"4,323",181,1,1,0,5,0,0,0,10,251,36,0,0,-30,4,0,0,0,0,N/E,0
2021-07-11,"8,502",1,0,N/E,0,"2,255",25,0,0,0,48,0,335,10,157,20,0,"1,157",1,"3,773",144,0,3,0,4,0,0,0,3,258,25,0,0,277,6,0,0,0,0,N/E,0
2021-07-12,"12,750",0,0,N/E,0,"2,872",17,0,1,0,40,0,362,15,170,60,0,"1,951",2,"6,259",279,5,0,0,12,0,0,0,9,364,35,1,0,289,6,0,0,1,0,N/E,0
2021-07-13,"13,334",0,0,N/E,1,"2,894",19,0,1,0,60,0,389,39,193,80,0,"2,064",6,"6,496",298,1,2,1,3,0,0,0,5,381,58,2,0,324,13,0,0,0,3,1,0
2021-07-14,"13,664",0,0,N/E,0,"2,922",23,0,1,0,73,0,399,31,228,89,0,"2,372",4,"6,274",375,3,3,1,7,0,0,0,6,489,23,1,0,329,10,0,0,0,1,0,0
2021-07-15,"12,018",1,1,N/E,0,"3,041",32,0,0,0,69,1,475,23,268,85,0,"2,426",2,"4,190",405,3,3,2,6,0,1,0,4,507,58,0,0,404,9,0,0,0,2,0,0
2021-07-16,"13,758",0,1,N/E,0,"2,955",19,0,3,0,67,0,429,22,270,109,0,"2,066",7,"6,577",348,1,2,1,6,1,1,0,3,483,40,0,0,338,8,0,0,1,0,0,0
2021-07-17,"9,763",1,1,N/E,0,"2,382",12,0,0,0,63,1,285,16,197,32,0,"1,405",1,"4,489",174,1,0,1,3,0,0,0,1,365,31,0,1,297,4,0,0,0,0,0,0
2021-07-18,"8,128",0,0,N/E,0,"2,418",6,0,0,0,30,0,360,20,123,21,0,985,0,"3,535",187,0,0,0,4,0,0,0,1,269,24,0,0,141,3,0,0,0,1,0,0
2021-07-19,"12,811",0,0,N/E,0,"3,323",18,0,3,0,39,1,421,13,181,63,0,"1,828",4,"5,912",252,2,2,1,7,0,0,0,3,383,35,0,0,310,8,0,0,0,2,0,0
2021-07-20,"12,579",1,0,N/E,0,"3,254",10,0,2,0,43,1,370,18,155,63,0,"1,869",6,"5,700",313,2,6,0,8,0,0,0,2,419,38,0,0,293,5,0,0,0,1,0,0
2021-07-21,"12,601",1,0,N/E,1,"3,039",17,0,2,0,62,0,426,21,163,55,0,"1,944",2,"5,881",262,0,1,0,4,0,0,0,4,395,41,0,0,274,5,0,0,1,0,0,0
2021-07-22,"13,250",0,1,N/E,0,"2,977",19,0,0,0,45,0,391,11,157,74,0,"1,977",3,"6,630",280,1,3,2,5,1,2,1,-1,349,39,0,0,274,7,0,0,1,1,0,0
2021-07-23,"11,919",0,0,N/E,0,"3,058",21,0,1,0,65,0,449,14,211,51,0,"1,079",5,"5,897",272,4,2,0,3,0,0,2,2,450,41,1,0,284,7,0,0,0,0,0,0
2021-07-24,"9,542",0,0,N/E,0,"2,905",10,0,0,0,48,0,378,9,135,41,0,"1,352",0,"3,957",164,2,1,0,1,0,0,0,0,274,32,0,0,226,6,0,0,0,0,1,0
2021-07-25,"8,004",1,0,N/E,0,"2,498",10,0,1,0,40,0,320,13,130,13,0,"1,062",0,"3,302",131,1,1,0,0,0,-12,0,0,297,16,0,0,178,2,0,0,0,0,0,0
2021-07-26,"10,962",1,0,N/E,1,"3,123",9,0,2,0,66,0,412,16,128,27,0,"1,865",4,"4,407",209,3,0,0,5,0,12,0,0,373,25,0,0,270,3,0,0,1,0,0,0
2021-07-27,"12,349",0,0,N/E,0,"3,040",14,0,0,0,59,0,411,12,154,35,0,"1,875",6,"5,709",264,1,2,1,5,0,0,0,1,411,36,0,0,308,4,0,0,0,1,0,0
2021-07-28,"12,632",0,0,N/E,0,"2,972",10,0,1,0,60,0,388,15,149,66,0,"2,012",7,"6,114",264,-1,1,1,2,0,0,0,1,252,32,0,0,284,2,0,0,0,0,0,0
2021-07-29,"13,493",0,0,N/E,0,"3,060",19,0,2,0,74,0,363,38,170,69,0,"2,088",2,"6,321",318,2,0,1,1,0,0,1,1,563,44,1,0,348,6,0,0,1,0,0,0
2021-07-30,"11,486",1,1,N/E,0,"3,312",16,0,1,0,52,0,401,25,211,72,0,"2,556",9,"3,869",103,1,2,0,8,0,0,0,2,461,35,0,0,341,4,0,0,2,1,0,0
2021-07-31,"10,809",2,0,N/E,0,"3,120",26,0,0,0,56,0,379,10,171,37,0,"1,445",0,"4,626",232,6,0,0,5,0,0,0,0,360,26,0,0,302,4,0,0,1,1,0,0
2021-08-01,"8,981",0,0,N/E,0,"2,794",9,0,0,0,50,0,301,11,128,15,0,"1,062",1,"3,885",143,1,0,0,1,0,0,0,0,373,11,0,0,191,4,0,0,0,1,0,0
2021-08-02,"12,423",0,0,N/E,0,"3,148",12,0,0,0,50,0,329,16,150,31,0,"1,843",7,"5,912",279,0,2,0,5,0,1,0,4,330,35,0,0,267,2,0,0,0,0,0,0
2021-08-03,"12,995",1,0,N/E,0,"3,050",15,0,2,0,85,0,379,14,199,71,0,"1,922",5,"6,235",312,2,1,1,5,0,0,1,2,359,49,0,0,279,6,0,0,0,0,0,0
2021-08-04,"12,235",2,0,N/E,0,"2,964",10,0,4,0,81,0,395,13,196,67,0,"1,990",1,"5,466",288,1,1,1,0,0,1,1,4,403,38,0,0,302,6,0,0,0,0,0,0
2021-08-05,"12,874",0,0,N/E,0,"2,969",15,0,-1,0,96,0,422,14,184,65,0,"2,057",3,"5,980",256,3,0,1,0,0,-1,0,3,443,38,0,0,320,7,0,0,0,0,0,0
2021-08-06,"10,461",0,0,N/E,0,"2,764",18,0,3,0,84,0,430,18,199,84,0,"2,028",5,"3,785",260,5,0,1,1,0,0,2,1,432,38,1,0,289,12,0,0,0,1,0,0
2021-08-07,"10,161",0,0,N/E,0,"2,583",19,0,1,0,97,3,128,10,176,18,0,"1,459",2,"4,733",183,1,1,0,0,0,1,0,3,437,43,0,0,245,18,0,0,0,0,0,0
2021-08-08,"7,371",0,0,N/E,0,"2,255",14,0,0,0,68,1,389,13,143,19,0,"1,004",-1,"2,823",117,0,0,0,-1,0,0,0,3,318,31,0,0,155,20,0,0,0,0,0,0
2021-08-09,"14,561",0,0,N/E,1,"2,990",15,0,2,0,90,2,477,13,219,47,0,"1,956",4,"7,735",222,1,0,0,2,0,0,0,3,439,37,0,0,273,32,0,0,0,1,0,0
2021-08-10,"12,395",0,1,N/E,1,"2,458",13,0,1,0,79,0,455,13,211,54,0,"1,986",8,"6,093",205,4,1,1,2,0,0,1,0,465,36,0,0,283,23,0,0,1,0,0,0
2021-08-11,"12,232",1,0,N/E,0,"2,413",16,0,0,0,68,0,410,23,202,62,0,"1,930",6,"6,239",230,9,1,1,2,0,0,0,3,305,49,0,0,243,17,0,0,1,1,0,0
2021-08-12,"12,841",1,0,N/E,1,"2,294",11,0,0,0,93,1,410,28,234,71,0,"2,197",8,"6,549",239,1,3,0,7,0,0,1,4,383,44,1,0,240,19,0,0,1,0,0,0
2021-08-13,"13,866",2,1,N/E,0,"2,452",29,0,0,0,95,1,467,44,270,68,0,"2,241",10,"6,936",349,1,2,0,4,0,0,0,3,518,53,0,0,308,12,0,0,0,0,0,0
2021-08-14,"11,021",0,0,N/E,0,"2,540",19,0,1,0,70,0,431,22,228,29,0,"1,558",3,"5,262",197,0,1,0,4,0,1,0,3,340,43,0,0,256,12,0,0,1,0,0,0
2021-08-15,"9,182",0,0,N/E,0,"2,392",16,0,0,0,62,0,433,7,176,39,0,"1,187",3,"4,245",162,0,1,0,10,0,0,0,2,213,23,0,0,199,11,0,0,0,1,0,0
2021-08-16,"12,973",0,-1,N/E,0,"2,629",18,0,2,0,102,0,428,19,216,70,0,"1,922",3,"6,580",254,0,2,0,9,0,1,0,4,404,55,0,0,240,14,0,0,2,0,0,0
2021-08-17,"13,252",1,1,N/E,0,"2,847",20,0,4,0,99,0,376,25,197,74,0,"2,056",8,"6,459",235,0,6,0,6,0,1,0,6,466,56,0,0,296,13,0,0,0,0,0,0
2021-08-18,"12,709",0,0,N/E,0,"2,617",17,0,1,0,82,0,453,22,235,51,0,"2,126",7,"6,210",195,2,1,0,12,0,1,0,4,383,31,1,0,246,12,0,0,0,0,0,0
2021-08-19,"13,066",0,1,N/E,0,"2,591",12,0,2,0,76,0,435,23,254,36,0,"2,371",8,"6,307",211,2,2,2,12,0,0,0,4,392,45,0,0,268,11,0,0,0,1,0,0
2021-08-20,"13,051",0,0,N/E,0,"2,516",17,0,4,0,91,0,423,19,232,59,0,"2,433",11,"6,432",26,0,3,1,11,0,1,0,1,419,50,1,0,286,14,0,0,1,0,0,0
2021-08-21,"7,182",1,0,N/E,0,"2,100",6,0,0,0,59,0,328,11,165,11,0,913,2,"3,187",8,2,2,0,8,0,0,0,2,177,26,0,0,166,6,0,0,0,2,0,0
2021-08-22,0,0,0,N/E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,"7,860",1,0,N/E,0,"2,362",16,0,1,0,60,1,415,17,188,14,0,"1,549",9,"2,461",15,1,0,1,3,0,0,0,0,517,40,0,0,177,12,0,0,0,0,0,0
2021-08-24,"12,633",0,0,N/E,0,"2,775",26,0,1,0,80,1,470,20,211,57,0,"2,007",11,"6,206",17,1,4,0,9,0,1,0,1,361,42,1,0,314,15,0,0,1,1,0,0
2021-08-25,"16,578",0,0,N/E,1,"2,723",18,0,2,0,82,1,442,6,209,74,0,"2,249",3,"9,995",16,4,0,0,11,0,0,0,0,414,54,0,0,262,10,0,0,2,0,0,0
2021-08-26,"24,826",0,0,N/E,0,"2,636",18,0,2,0,109,0,441,24,202,61,0,"2,378",4,"18,202",10,2,2,0,5,0,0,0,1,421,40,0,0,256,12,0,0,0,0,0,0
2021-08-27,"31,650",0,0,N/E,0,"2,579",29,-1,-1,0,96,2,487,26,233,59,0,"2,457",11,"24,893",24,5,1,0,4,0,0,0,1,401,73,1,0,256,14,0,0,0,0,0,0
2021-08-28,"31,525",0,0,N/E,0,"2,682",13,0,1,0,75,1,312,7,173,34,0,"1,527",2,"26,092",14,0,2,1,3,0,1,0,1,297,26,0,0,251,10,0,0,0,0,0,0
2021-08-29,"30,150",0,0,N/E,0,"2,452",10,0,0,0,69,1,406,10,173,23,0,"1,314",0,"25,182",14,1,0,0,8,0,0,0,0,250,36,0,0,193,8,0,0,0,0,0,0
2021-08-30,"42,129",0,0,N/E,0,"3,186",19,0,1,0,98,0,416,26,229,37,0,"2,111",9,"35,259",19,4,2,1,8,0,0,2,0,337,50,1,1,293,19,0,0,1,0,0,0
2021-08-31,"5,680",1,0,N/E,0,"2,999",25,0,4,0,98,1,322,25,242,63,0,"1,786",10,-812,18,2,1,0,4,0,-1,1,3,439,56,2,0,369,18,0,0,4,0,0,0
2021-09-01,"18,513",2,0,N/E,0,"2,769",16,0,3,0,102,0,460,35,267,40,0,"2,325",5,"11,739",19,1,3,0,11,0,0,0,2,373,42,0,0,292,5,0,0,2,0,0,0
2021-09-02,"21,569",1,0,N/E,0,"2,612",24,0,3,0,102,0,499,21,278,63,0,"2,170",5,"15,023",27,5,3,0,7,0,0,0,1,395,48,0,0,280,0,0,0,2,0,0,0
2021-09-03,"20,841",1,0,N/E,0,"2,605",25,0,4,0,97,0,490,29,252,55,0,"2,305",9,"14,228",18,1,0,1,8,0,1,0,1,388,42,0,0,273,7,0,0,1,0,0,0
2021-09-04,"16,557",0,0,N/E,0,"2,515",17,0,0,0,98,0,474,22,214,17,0,"1,414",0,"11,150",9,1,1,1,11,0,0,0,7,323,41,0,0,227,14,0,0,1,0,0,0
2021-09-05,"14,672",0,0,N/E,0,"2,170",13,0,0,0,76,1,413,26,195,15,0,"1,184",0,"10,050",14,1,2,0,5,0,0,0,2,257,25,1,0,208,12,0,0,0,2,0,0
2021-09-06,"20,269",0,0,N/E,0,"2,690",12,0,2,0,77,2,436,14,216,43,0,"1,950",8,"14,040",12,4,5,0,2,0,0,1,6,420,32,0,0,270,25,0,0,2,0,0,0
2021-09-07,"16,490",0,0,N/E,0,"2,279",17,0,4,0,73,0,455,29,193,45,0,"1,914",9,"10,802",13,1,3,0,0,0,0,0,12,310,49,0,0,263,18,0,0,1,0,0,0
2021-09-08,"16,535",1,0,N/E,0,"2,399",16,0,1,0,72,1,469,9,220,45,0,"1,985",3,"10,404",277,1,5,0,3,0,0,0,6,305,42,0,0,254,16,0,0,1,0,0,0
2021-09-09,"11,024",0,0,N/E,-7,"2,092",-28,0,3,-7,34,-3,-216,5,-287,16,0,974,7,"8,663",174,2,-9,-2,-1,-1,0,1,-5,165,-18,-2,0,-454,-69,-1,-3,0,1,0,0
2021-09-10,"17,235",0,0,N/E,0,"2,078",22,0,0,0,85,1,481,10,269,47,0,"2,087",7,"11,091",253,1,5,0,5,0,1,0,8,403,42,1,0,324,14,0,0,0,0,0,0
2021-09-11,"12,118",0,0,N/E,0,"2,227",13,0,1,0,66,0,458,11,220,30,0,"1,404",3,"6,878",234,1,1,0,5,0,1,0,6,271,27,0,0,248,13,0,0,0,0,0,0
2021-09-12,"-5,186",0,0,N/E,0,"2,285",12,0,0,0,88,0,525,24,236,24,0,"1,203",0,"-10,396",202,2,1,0,1,0,0,1,2,341,29,0,0,222,10,0,0,1,1,0,0
2021-09-13,"26,336",1,0,N/E,0,"2,669",11,0,1,0,95,1,525,40,274,34,0,"1,990",2,"19,779",260,2,5,0,1,0,1,0,12,304,39,0,0,276,13,0,0,1,0,0,0
2021-09-14,"18,842",2,0,N/E,0,"2,568",18,0,0,0,92,0,506,41,328,46,0,"1,930",5,"12,200",290,4,4,0,2,0,0,0,7,455,39,0,0,284,20,0,0,0,1,0,0
2021-09-15,"17,808",0,0,N/E,0,"2,530",25,0,3,0,104,1,473,21,310,40,0,"2,039",12,"11,267",309,3,3,0,0,0,0,0,7,291,36,1,0,321,12,0,0,0,0,0,0
2021-09-16,"13,322",2,0,N/E,0,"2,502",16,0,2,0,69,1,405,16,248,35,0,"1,352",1,"7,806",230,2,0,0,0,0,0,1,12,339,17,0,0,250,13,0,0,3,0,0,0
2021-09-17,"17,685",0,-1,N/E,0,"2,710",20,0,1,0,98,0,502,19,327,32,0,"2,007",14,"10,767",261,1,1,0,2,0,1,0,9,485,35,0,0,381,12,0,0,0,1,0,0
2021-09-18,"14,294",0,0,N/E,0,"2,370",21,0,0,0,70,0,478,18,229,50,0,"1,290",1,"8,936",210,1,4,0,-1,0,0,0,8,280,20,0,0,296,11,0,0,1,1,0,0
2021-09-19,"11,663",0,0,N/E,0,"2,099",12,0,1,0,70,1,439,12,177,-1,0,"1,076",1,"7,198",172,0,0,1,0,0,0,0,3,205,25,0,0,153,17,0,0,1,1,0,0
2021-09-20,"16,556",2,0,N/E,0,"2,554",9,0,-2,0,86,1,526,23,200,50,0,"1,802",3,"10,000",280,8,3,0,5,0,0,0,4,504,39,0,0,452,7,0,0,0,0,0,0
2021-09-21,"15,568",1,1,N/E,1,"2,411",22,0,4,0,101,0,473,21,188,43,0,"1,877",8,"9,404",261,4,6,0,6,0,0,0,5,344,46,0,0,322,18,0,0,0,1,0,0
2021-09-22,"15,570",1,0,N/E,0,"2,382",15,0,0,0,77,2,452,13,262,49,0,"1,818",13,"9,423",260,4,0,0,4,0,0,0,10,416,42,1,0,309,14,0,0,2,1,0,0
2021-09-23,"15,325",0,0,N/E,0,"2,144",24,0,5,0,91,0,491,18,245,50,0,"1,852",17,"9,417",263,1,2,0,3,0,0,1,15,365,57,0,0,255,9,0,0,0,0,0,0
2021-09-24,"15,729",1,0,N/E,0,"2,432",21,0,3,0,92,0,495,20,317,47,0,"1,764",13,"9,616",231,0,3,0,0,0,0,0,16,347,45,0,0,262,4,0,0,0,0,0,0
2021-09-25,"8,261",0,0,N/E,-4,"2,254",-25,-1,1,0,36,-6,303,20,-212,-11,0,379,5,"6,007",94,-6,-7,0,4,0,0,0,5,-66,-37,-2,-4,-448,-18,0,0,0,0,0,0
2021-09-26,"8,187",0,0,N/E,0,673,9,0,0,0,70,1,391,20,188,23,0,489,1,"5,712",148,1,0,1,-1,0,0,0,5,196,30,0,0,215,14,0,0,0,1,0,0
2021-09-27,"15,066",1,0,N/E,1,"2,622",16,0,0,0,84,0,512,19,230,31,0,"1,018",9,"9,601",201,3,1,1,5,0,0,0,8,329,45,0,0,314,15,0,0,0,0,0,0
2021-09-28,"14,562",1,0,N/E,0,"2,712",14,0,1,0,84,2,514,41,257,45,0,"1,158",14,"8,768",225,1,0,0,7,0,0,0,7,360,44,0,0,295,11,0,0,0,1,0,0
2021-09-29,"16,155",0,0,N/E,0,"2,510",29,0,2,0,94,0,456,43,300,47,0,"1,174",10,"10,497",264,3,1,0,3,0,0,0,3,330,62,1,0,317,10,0,0,1,0,-2,0
2021-09-30,"17,705",4,-1,N/E,0,"2,369",15,0,2,0,109,0,481,39,437,57,0,"1,193",10,"11,649",284,0,3,0,4,0,0,0,15,489,65,1,0,465,15,0,0,0,0,N/E,0
2021-10-01,"4,695",2,0,N/E,0,"1,803",24,0,2,0,97,1,609,31,405,53,0,"1,316",19,-876,308,1,5,2,18,0,0,0,13,465,43,0,0,339,14,0,1,0,0,N/E,0
2021-10-02,"6,628",0,0,N/E,0,"2,667",25,1,0,0,74,0,504,22,304,32,0,758,4,"1,337",195,5,4,0,1,0,0,0,4,380,-1,1,0,296,14,0,0,1,0,N/E,0
2021-10-03,"5,505",0,0,N/E,0,"2,234",10,0,0,0,99,1,451,24,268,14,0,616,0,991,167,3,-1,0,7,0,0,0,3,316,-4,0,0,290,15,0,1,0,0,N/E,0
2021-10-04,"7,916",0,0,N/E,0,"2,463",24,0,0,0,86,0,492,23,346,36,0,"1,128",5,"2,244",272,2,4,0,8,0,0,0,4,398,7,2,0,354,17,0,0,1,0,N/E,0
2021-10-05,"8,374",0,0,N/E,0,"2,436",25,0,1,0,88,1,496,20,294,46,0,"1,078",9,"2,759",326,1,3,1,8,0,0,0,6,402,40,0,0,318,16,0,0,0,0,N/E,0
2021-10-06,"9,367",0,0,N/E,0,"2,381",14,0,0,0,104,0,505,16,267,31,0,"1,198",12,"3,750",318,3,1,1,13,0,0,0,11,402,50,1,0,275,14,0,0,0,0,N/E,0
2021-10-07,"-9,556",0,-1,N/E,-19,"1,690",-98,-9,-3,-20,-161,-26,"-1,161",-56,"-1,080",-122,-19,"-1,418",18,193,70,-23,-22,-2,3,-1,-10,0,-27,"-5,188",-128,-3,-2,"-1,581",-323,-17,-1,1,-10,N/E,0
2021-10-08,"12,531",0,0,N/E,0,"2,207",26,0,2,0,77,1,510,26,357,41,0,"1,933",12,"6,137",345,0,0,0,11,0,1,1,12,413,47,0,0,353,17,0,0,0,2,N/E,0
2021-10-09,"11,497",0,0,N/E,0,"2,289",17,0,0,0,70,1,457,14,265,21,0,"1,352",0,"6,110",247,2,1,1,5,0,0,0,1,332,30,0,0,276,6,0,0,0,0,N/E,0
2021-10-10,"10,135",0,0,N/E,0,"1,946",18,0,0,0,73,1,382,17,207,12,0,"1,066",0,"5,722",154,0,0,0,7,0,0,0,2,267,30,0,0,214,16,0,0,0,1,N/E,0
2021-10-11,"14,437",0,0,N/E,0,"2,300",14,0,2,0,92,1,431,10,264,25,0,"1,785",9,"8,552",250,1,5,1,6,0,0,0,3,356,40,0,0,274,14,0,0,0,2,N/E,0
2021-10-12,"15,392",2,0,N/E,0,"2,317",15,0,3,0,95,0,434,31,312,28,0,"1,830",13,"9,242",267,1,1,0,5,0,0,3,10,409,49,0,0,309,14,0,0,1,1,N/E,0
2021-10-13,"15,593",1,0,N/E,0,"2,123",11,0,0,0,77,0,408,18,318,22,0,"1,970",15,"9,583",301,-1,2,1,3,0,0,0,6,369,41,0,0,317,8,0,0,0,0,N/E,0
2021-10-14,"17,517",0,0,N/E,0,"2,616",23,0,3,0,106,0,448,18,345,35,0,"2,288",21,"10,506",252,2,0,0,5,0,1,0,2,487,58,0,0,289,12,0,0,0,0,N/E,0
2021-10-15,"12,728",1,0,N/E,0,"2,334",20,0,1,0,93,0,392,30,333,39,0,"2,123",9,"6,484",212,2,1,0,5,0,0,0,3,364,32,1,1,231,14,0,0,2,1,N/E,0
2021-10-16,"14,140",0,0,N/E,0,"2,356",19,0,0,0,77,0,437,27,281,18,0,"1,500",4,"8,521",270,0,2,1,4,0,0,0,5,277,40,2,0,287,11,0,0,0,1,N/E,0
2021-10-17,"11,295",0,0,N/E,0,"2,326",15,0,0,0,68,1,403,19,189,18,0,"1,011",1,"6,506",204,4,4,0,5,0,0,0,5,258,28,0,0,225,5,0,0,0,0,N/E,0
2021-10-18,"16,077",1,0,N/E,0,"2,640",18,0,2,0,95,0,433,23,319,38,0,"1,736",9,"9,844",271,6,0,0,6,0,1,0,4,282,55,0,0,284,8,0,0,2,0,N/E,0
2021-10-19,"15,786",0,2,N/E,0,"2,712",18,0,2,0,96,0,484,13,329,41,0,"1,947",8,"9,247",258,3,1,0,10,0,0,0,8,297,22,0,0,278,10,0,0,0,0,N/E,0
2021-10-20,"14,750",1,0,N/E,0,"2,461",22,0,1,0,94,0,512,15,362,30,0,"1,886",10,"8,536",215,6,1,1,5,0,1,1,9,256,36,1,0,272,16,0,0,1,-1,N/E,0
2021-10-21,"14,545",1,0,N/E,0,"2,315",23,0,2,0,85,0,375,11,327,48,0,"1,847",13,"8,632",227,4,1,2,1,0,2,0,11,320,45,0,0,243,8,0,0,0,2,N/E,0
2021-10-22,"9,992",4,1,N/E,0,"1,940",17,0,4,0,85,0,496,18,297,44,0,"1,735",18,"4,620",149,-1,1,1,2,0,0,0,11,311,41,0,0,182,13,0,0,0,3,N/E,0
2021-10-23,"16,731",0,0,N/E,1,"2,367",16,0,0,0,61,1,537,13,235,32,0,"1,433",0,"11,147",229,1,1,0,5,0,0,0,5,238,26,0,0,371,9,0,0,3,0,N/E,0
2021-10-24,"9,557",0,0,N/E,0,"1,999",8,0,0,0,81,2,430,9,162,16,0,950,2,"5,367",124,0,0,1,3,0,0,0,2,166,13,0,0,212,10,0,0,0,0,N/E,0
2021-10-25,"14,761",3,0,N/E,0,"2,540",11,0,0,0,79,0,445,15,207,28,0,"1,616",11,"9,019",217,2,1,0,6,0,0,0,7,267,30,0,1,243,13,0,0,0,0,N/E,0
2021-10-26,"14,327",0,1,N/E,0,"2,301",19,0,0,0,65,0,446,20,247,18,0,"1,724",11,"8,589",227,3,1,1,4,0,1,0,3,268,37,0,0,327,14,0,0,0,0,N/E,0
2021-10-27,"14,479",0,0,N/E,0,"2,203",10,0,2,0,86,1,474,15,252,19,0,"1,871",10,"8,766",225,2,3,2,6,0,1,1,9,257,22,0,0,234,7,0,0,0,1,N/E,0
2021-10-28,"15,505",2,0,N/E,0,"2,261",16,0,3,0,108,0,463,24,284,29,0,"1,964",8,"9,489",246,2,1,0,6,0,1,0,3,307,28,1,0,247,12,0,0,0,0,N/E,0
2021-10-29,"11,813",0,0,N/E,0,"2,178",25,0,1,0,81,0,471,58,268,40,0,"1,674",9,"5,980",223,3,1,0,2,0,0,0,8,393,39,0,0,347,12,0,0,0,0,N/E,0
2021-10-30,"10,644",1,0,N/E,0,"2,418",17,0,0,0,93,0,416,22,220,25,0,"1,343",0,"5,197",208,0,3,0,3,0,0,0,2,352,17,0,0,296,10,0,0,0,1,N/E,0
2021-10-31,"7,251",0,0,N/E,0,"1,809",10,0,0,0,63,0,395,4,177,11,0,960,1,"3,145",160,2,2,0,2,0,0,0,1,256,12,0,0,236,5,0,0,0,0,N/E,0
2021-11-01,"15,223",1,0,N/E,0,"2,102",14,0,2,0,76,0,464,14,213,26,0,"1,777",4,"9,793",205,1,2,0,7,0,0,0,7,225,27,1,0,251,9,0,0,1,1,N/E,0
2021-11-02,"12,459",0,0,N/E,0,"2,183",18,0,0,0,89,0,382,15,204,26,0,"1,213",5,"7,590",178,0,0,0,11,0,0,0,1,247,25,0,0,272,0,0,0,0,0,N/E,0
2021-11-03,"15,177",0,0,N/E,0,"2,319",22,0,2,0,78,0,485,15,267,41,0,"1,844",11,"9,306",223,3,1,1,11,0,0,0,11,291,29,0,0,218,-2,0,0,0,1,N/E,0
2021-11-04,"15,241",1,0,N/E,0,"2,252",16,0,0,0,76,1,398,23,255,29,0,"1,850",9,"9,520",237,2,1,3,8,0,0,0,10,296,36,0,0,216,1,0,0,0,1,N/E,0
