Fecha,Total de monto enviado,"Monto enviado por Accendo Banco, S.A.","Monto enviado por Banco Actinver, S.A.","Monto enviado por Banca Afirme, S.A.","Monto enviado por Opciones Empresariales del Noreste, S.A. de C.V.","Monto enviado por Banco Autofin México, S.A.","Monto enviado por Banco Azteca, S.A.","Monto enviado por Banco del Bajío, S.A.","Monto enviado por Banco Nacional de México, S.A.","Monto enviado por Banco Ahorro Famsa, S.A.","Monto enviado por BanCoppel, S.A.","Monto enviado por Banco Bancrea, S.A.","Monto enviado por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto enviado por Bankaool, S.A.","Monto enviado por Banco Mercantil del Norte, S.A.",Monto enviado por Banco Regional S.A.,"Monto enviado por Bansi, S.A.","Monto enviado por Banco Base, S.A.","Monto enviado por BBVA Bancomer, S.A.","Monto enviado por Banco Monex, S.A.","Monto enviado por CIBanco, S.A.","Monto enviado por Banco Compartamos, S.A.","Monto enviado por Consubanco, S.A.","Monto enviado por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto enviado por HSBC México, S.A.","Monto enviado por Banco Inbursa, S.A.","Monto enviado por Banco Inmobiliario Mexicano, S.A.","Monto enviado por Intercam Banco, S.A.","Monto enviado por Banca Mifel, S.A.","Monto enviado por Banco Multiva, S.A.","Monto enviado por Banco Pagatodo, S.A.","Monto enviado por Banco Sabadell, S.A.","Monto enviado por Banco Santander (México), S.A.","Monto enviado por Scotiabank Inverlat, S.A.","Monto enviado por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto enviado por Banco Ve Por Mas, S.A.",Total de monto recibido,"Monto recibido por ABC Capital, S.A.","Monto recibido por Accendo Banco, S.A.","Monto recibido por Banco Actinver, S.A.","Monto recibido por Banca Afirme, S.A.","Monto recibido por Opciones Empresariales del Noreste, S.A. de C.V.","Monto recibido por Banco Autofin México, S.A.","Monto recibido por Banco Azteca, S.A.","Monto recibido por Banco del Bajío, S.A.","Monto recibido por Banco Nacional de México, S.A.","Monto recibido por Banco Ahorro Famsa, S.A.","Monto recibido por BanCoppel, S.A.","Monto recibido por Banco Bancrea, S.A.","Monto recibido por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto recibido por Bankaool, S.A.","Monto recibido por Banco Mercantil del Norte, S.A.",Monto recibido por Banco Regional S.A.,"Monto recibido por Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Monto recibido por Bansi, S.A.","Monto recibido por Banco Base, S.A.","Monto recibido por BBVA Bancomer, S.A.","Monto recibido por Banco Monex, S.A.","Monto recibido por CIBanco, S.A.","Monto recibido por Banco Compartamos, S.A.","Monto recibido por Consubanco, S.A.","Monto recibido por Fundación Dondé Banco, S.A.","Monto recibido por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto recibido por HSBC México, S.A.","Monto recibido por Banco Inbursa, S.A.","Monto recibido por Banco Inmobiliario Mexicano, S.A.","Monto recibido por Intercam Banco, S.A.","Monto recibido por Banco Invex, S.A.","Monto recibido por Banca Mifel, S.A.","Monto recibido por Banco Multiva, S.A.","Monto recibido por Banco Pagatodo, S.A.","Monto recibido por Banco Sabadell, S.A.","Monto recibido por Banco Santander (México), S.A.","Monto recibido por Scotiabank Inverlat, S.A.","Monto recibido por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto recibido por Banco Ve Por Mas, S.A."
14/08/2020,5332767,0,0,34291,5045,3302,398661,0,1092045,0,214636,0,44866,40481,516484,17875,0,1000,786778,2151,0,13628,0,49592,1248040,337612,0,7800,7449,0,1491,0,219694,197501,91844,500,5332767,0,0,0,179337,646,887,541384,21517,1023119,0,153368,276,242,4118,400139,98040,0,0,0,1543664,18000,0,26852,0,0,49661,189805,582197,0,1700,0,99,0,838,100,132302,154781,209596,100
15/08/2020,3629615,0,0,8577,510,3000,82310,0,801907,0,99489,0,9058,6798,279144,26438,0,0,591340,266,0,0,0,43690,1085895,202730,0,0,15200,0,18235,0,232258,108860,13912,0,3629615,0,0,0,211913,510,0,442859,28385,773828,0,130123,0,716,1900,221190,73234,0,0,0,1203146,0,0,5300,0,0,38690,151057,45055,0,0,0,9908,0,929,0,169206,110837,10830,0
16/08/2020,2129299,0,0,4536,0,0,58856,0,543809,0,54767,0,10300,1346,216741,14310,424,0,358871,135,0,2000,0,6087,491501,137464,0,0,4973,6911,156,0,135818,59759,15134,5400,2129299,0,0,0,73875,690,0,142492,0,551585,0,110948,0,1000,700,191519,55589,0,424,0,723494,0,0,4161,0,0,2877,89491,33777,0,0,0,320,0,456,100,95225,33735,16840,0
17/08/2020,3958896,0,0,2937,800,6890,373894,0,801254,0,244401,0,3605,7911,297472,28452,0,0,458429,0,0,3500,0,47099,718131,219928,0,706,400,8403,764,7,194180,138890,396945,3898,3958896,0,0,0,209648,1295,720,224338,1100,831617,0,91507,0,136,212,241752,132887,0,0,0,1084389,0,0,2465,0,0,46839,105912,492716,0,0,0,1480,0,236,0,124598,116663,244588,3798
18/08/2020,4054902,0,0,5504,0,350,293101,0,780479,0,203978,0,43335,2358,311220,29035,0,11,496438,0,0,7564,0,50831,904543,156773,0,48,45250,0,4015,500,185838,297170,236561,0,4054902,0,0,0,233414,300,0,409393,225,656836,0,81461,0,1,1402,255745,41675,0,0,1,1209248,0,0,10993,0,0,50631,124463,501085,0,48,0,0,0,9734,0,127579,177885,160786,2000
19/08/2020,3084422,0,0,3269,19,0,353925,0,532878,0,182453,0,14604,4986,220251,27597,0,0,412056,0,0,13610,0,38498,785179,155657,0,100,1150,300,15712,12082,189170,102750,17676,500,3084422,0,0,0,201356,5237,500,241060,8085,607124,0,102490,250,1867,5300,269488,70111,0,0,0,689285,0,0,8000,0,0,36998,116874,510268,0,100,0,0,0,499,0,114600,54332,38600,2000
20/08/2020,3545146,0,0,1756,1271,34,399928,0,696301,0,239069,0,8739,1300,203252,19261,0,0,438379,0,0,15157,1,31455,937193,150020,0,1500,0,32294,794,5500,194594,142334,24843,175,3545146,0,0,0,129366,838,0,406821,120,592906,0,129485,295,2099,3850,230515,104836,0,0,0,954094,0,0,16590,10,0,30805,161709,501036,0,0,0,0,0,11,0,90941,140114,48705,0
21/08/2020,3677324,0,0,5800,2983,3150,407803,0,692476,0,218800,0,1960,15870,253889,23917,0,1,509540,0,0,6428,523,52314,924941,171397,0,1089,8602,24000,5071,11000,207222,117133,11264,150,3677324,0,0,0,182858,990,100,258465,450,684218,0,102567,380,938,103,342238,73160,0,0,2,1111285,0,0,5230,0,0,52814,117075,518153,0,944,0,602,0,382,200,108106,88588,27325,150
22/08/2020,2569578,0,200,13979,400,0,83670,0,500699,0,82593,0,7450,17003,187163,14572,0,2,423750,0,0,9170,0,49784,711995,142017,0,0,10000,2,538,5,167827,98640,48120,0,2569578,0,0,0,128336,807,0,318336,1173,614164,0,99080,0,100,102,211414,45683,0,0,2,764851,0,0,1438,0,0,37784,118684,31833,0,0,0,900,0,1216,3,72351,53280,66681,1360
23/08/2020,1709707,0,0,2187,0,0,139192,0,376364,0,97535,0,10190,15,151688,7329,0,2,282114,0,0,550,0,9643,345030,132968,0,0,387,24447,2586,23,73613,45430,8265,150,1709707,0,0,0,37429,130,0,182159,125,390541,0,107126,0,690,13,139114,43125,0,0,1,569107,0,0,450,3800,0,3841,69146,18742,0,580,0,852,0,57,16,43266,72488,26110,800
24/08/2020,3305388,0,0,3717,140,1,414268,0,599753,0,220578,0,3207,3874,242752,7714,0,4095,401973,0,0,1321,0,71165,568705,313000,0,8000,4338,2,3521,1400,166013,85194,180655,0,3305388,0,0,0,167258,480,651,207431,20,679810,0,86378,0,465,2,285579,46820,0,0,1,716331,0,0,6590,0,0,68078,105430,557350,0,0,0,196,0,518,0,77569,87653,210579,200
25/08/2020,3627561,0,3801,6542,0,400,568414,0,586567,0,202474,0,22250,585,196649,19061,0,0,427887,0,0,19209,3800,35156,694929,146914,0,3000,1500,0,12550,2041,180663,322084,165377,5707,3627561,0,0,0,108135,808,600,620578,185,599802,0,200215,460,1150,385,167281,92115,0,0,8000,907815,0,0,13048,0,0,32146,76902,580684,0,0,0,1872,0,819,0,60667,85995,63040,4858
26/08/2020,3477587,0,0,2421,0,86,399077,0,874074,0,165644,0,7703,260,160809,15284,0,1,422282,0,0,4443,0,41259,932256,194844,0,3460,10650,200,912,2501,171904,43799,23716,3,3477587,0,0,0,285648,0,587,244844,2585,600806,0,135397,90,3100,0,175885,31235,0,0,1,1122989,0,0,643,0,0,43568,146440,468735,0,14678,0,0,1779,1546,30,76255,69498,51247,2
27/08/2020,3279350,0,2,913,101,7525,369509,0,562165,0,161747,0,15483,38044,185132,15895,0,0,371254,0,0,12295,0,20015,1031044,132038,0,19,18000,0,7327,0,210900,93320,23268,3354,3279350,0,0,0,317317,738,7525,270037,440,726455,0,146604,100,5779,1229,133553,57767,0,0,4627,758502,0,0,1954,0,0,12485,139760,478793,0,19,0,300,0,959,0,68348,91766,54252,40
28/08/2020,5055230,0,5,22195,0,6164,430598,0,911997,0,218244,0,11436,18975,391257,40821,0,0,634978,0,0,14964,0,67436,1215086,370157,0,143,14480,7340,3061,6400,278750,377181,13550,13,5055230,0,0,0,164683,500,859,625277,0,1075177,0,177315,44,7714,4942,454103,105613,0,0,8438,1325531,0,0,26069,0,0,62276,183229,518852,0,143,0,0,0,883,0,162137,111188,40251,6
29/08/2020,3612613,0,0,12971,942,0,85441,0,729156,0,135273,0,98961,10297,293045,37636,0,1,639032,0,0,0,0,15912,850582,316471,0,0,7000,150,17852,0,232859,102402,18700,7930,3612613,0,0,0,256329,1107,0,309980,0,848396,0,174484,0,3572,2410,209246,93880,0,0,1,1264108,150,0,7106,0,0,13412,122029,54168,0,0,0,1,0,2789,10,127265,82836,37204,2130
30/08/2020,2085969,0,0,335,140,0,47615,0,447843,0,117739,0,21579,7390,192128,14928,0,0,400203,0,0,200,0,6203,518739,155558,0,150,0,0,651,40,114778,34639,5110,0,2085969,0,0,0,21030,11,0,225099,674,564690,0,95040,0,1643,0,149090,34588,0,0,0,711539,0,0,550,0,0,5903,79928,43757,0,0,0,219,0,67,20,86595,42914,22611,0
31/08/2020,6907469,0,1200,12002,5862,2,392317,0,898850,0,307743,1027,7490,11147,330683,23986,0,0,744575,0,0,11272,0,58843,1026560,314075,0,11001,1785,2500,19732,9000,231837,141820,2337559,4600,6907469,0,0,0,194047,15308,1203,338174,614,878961,0,170460,79,1835,9750,383646,82790,0,0,300,1554508,0,0,12874,0,0,58843,189126,579971,0,1500,0,102,0,1230,0,430762,246824,1754562,0
01/09/2020,4436549,0,0,129,1,1254,404047,0,917253,0,289854,2,27085,6412,353262,26890,14000,0,697349,3000,0,14091,0,42082,919793,236592,0,329,349,8888,16189,0,280200,111073,65307,1120,4436549,0,0,0,111102,152,0,332977,4582,1011864,0,78913,151,1273,4762,261879,93750,0,0,0,1286606,0,0,10872,0,0,30868,242532,643842,0,329,0,0,0,1419,0,167202,113626,37847,0
02/09/2020,3655641,0,0,11194,1047,12391,470734,0,651082,0,266301,0,25131,1099,276441,33527,0,0,602280,0,0,1400,2700,33713,617387,154666,0,256,16210,9942,31417,0,264399,76787,95538,0,3655641,0,0,0,159195,593,11035,214874,1633,643572,0,142090,93,1101,1099,211297,95727,0,0,0,1046488,0,0,873,0,0,45356,113926,674010,0,180,20,10,0,693,1,108855,97211,85680,30
03/09/2020,3856192,0,0,2461,229,486,424601,0,766879,0,243608,0,9790,9952,369016,17871,0,0,604345,1,0,61,0,53077,822160,166652,0,500,820,2750,41019,2500,205175,108961,2951,325,3856192,0,0,0,197762,4888,299,224281,136,730586,0,114989,50,210,1102,269805,42671,0,0,0,1197741,1,0,6012,0,0,47248,175060,574325,0,500,0,11280,0,3896,0,146818,78866,27566,100
04/09/2020,4149602,0,3510,9100,291,880,346681,0,876851,0,257231,0,13331,2732,289226,21694,0,0,557766,0,0,4325,0,70658,1000773,171885,0,1200,21350,7953,21002,0,229685,210079,30697,701,4149602,0,0,0,300647,4835,38,346099,222,761286,0,145697,0,1000,3,324327,62816,0,0,0,1164421,0,0,510,0,0,64246,185342,557452,0,1200,0,185,0,376,0,137490,67484,23924,1
05/09/2020,2235733,0,0,930,1700,0,66132,0,583166,0,80897,0,31948,1851,200777,12112,0,500,440967,0,0,0,0,14459,420209,145875,0,4311,1320,0,13678,20,101950,93722,17900,1310,2235733,0,0,0,70590,1300,0,166391,0,526489,0,107528,0,500,1,142164,41821,0,0,0,802633,0,0,702,0,0,16592,147566,34990,0,0,0,394,0,23,41,98304,62682,15022,0
06/09/2020,1561390,0,0,1223,300,10,34850,0,405841,0,71192,0,2525,460,151340,8996,0,0,355040,0,0,0,0,0,283583,100029,0,0,1130,0,5088,20,104593,33051,2000,120,1561390,0,0,0,6655,620,0,89110,0,518974,0,45894,0,1300,230,101259,17374,0,0,1231,514847,0,0,300,0,0,2,133460,19155,0,0,0,0,0,3,20,84492,25218,1244,0
07/09/2020,3879927,0,0,10351,2750,100,365016,550,613381,0,328013,120,26007,2195,228520,9235,1196,300,469505,0,0,4110,0,39203,452665,140010,0,4000,4200,7000,17020,0,154753,113373,886354,0,3879927,0,0,0,41800,2790,70,225568,0,676139,0,91838,0,1805,600,207451,33884,0,1196,0,741139,0,0,2445,0,0,38403,229889,557756,0,10,0,400,0,717,1,190950,58066,776874,137
08/09/2020,3830200,0,0,23789,0,3752,317792,0,549395,0,278440,0,6547,670,186977,15890,0,1,373592,0,0,11530,0,72265,980663,102762,0,1055,10650,1600,71598,880,206996,562381,50865,110,3830200,0,0,0,411176,1535,2284,727519,1079,546773,0,76796,0,332,370,188444,41706,0,0,2,821835,0,0,11380,0,0,71406,166327,583787,0,301,0,1200,0,1551,0,76614,77918,19863,0
09/09/2020,3035601,0,0,3900,350,1,393773,0,600130,0,223508,0,3308,4492,146117,6167,0,0,354205,1500,0,150,1,23257,821748,152815,0,6344,11201,0,16697,181,184190,79393,1421,750,3035601,0,0,0,133939,210,1,341120,1435,569021,0,96561,0,1035,4142,122784,60796,0,0,0,603645,0,0,395,0,0,22257,267071,577341,0,0,0,0,0,3877,20,126144,87139,16667,0
10/09/2020,3422331,0,0,762,100,217,375488,0,700099,0,263112,207,18498,1772,186228,18838,0,0,454701,0,0,340,0,62100,706776,199360,0,6175,7000,5299,26791,0,185350,105647,97422,50,3422331,0,0,0,100080,1121,662,243056,0,726062,0,123375,248,551,4202,227650,59626,0,0,0,858580,0,0,740,1,0,54892,112194,573041,0,767,0,3000,0,3746,0,147983,103980,76722,51
11/09/2020,5152222,0,0,19698,1176,400,410695,0,638959,0,177480,473,241097,1375,249892,17368,0,0,370816,1500,0,5846,0,65862,859022,331138,0,4500,871,0,12186,0,206644,94289,1440935,0,5152222,0,0,0,215204,53,1816,263519,1238,716698,0,101358,141,559,2016,275217,51532,0,0,5890,1024784,0,0,980,0,0,63362,160822,592878,0,0,10,366,0,1333,0,111753,127570,1430124,3000
12/09/2020,2726181,0,0,9201,1200,0,87161,0,515752,0,106939,0,27148,460,193741,24648,0,0,526777,0,0,2900,0,29331,638244,241342,0,0,4050,0,5953,57150,131068,111540,11000,578,2726181,0,0,0,105358,2049,0,260997,70,692438,0,138042,0,5350,0,220597,45236,0,0,1,872519,0,0,501,0,0,25514,118144,43927,0,0,0,0,0,26,5,114571,80837,0,0
13/09/2020,1652739,0,0,10,330,0,50121,0,381016,0,68777,0,64310,68,194922,17633,0,0,312903,0,0,2000,0,7467,200924,196494,0,1003,9090,1000,1206,5,80536,62837,88,0,1652739,0,0,0,6436,688,0,129434,250,500728,0,68177,0,250,40,149897,25932,0,0,0,549568,0,0,651,0,0,6467,77263,45869,0,1,0,359,0,172,0,53960,28039,8560,0
14/09/2020,4408298,0,0,5966,66,32,378799,0,844128,0,273627,0,33336,53544,376162,23761,0,2617,603383,0,0,3150,0,79481,887925,308554,0,100,13300,0,14001,0,214567,108416,183386,0,4408298,0,0,0,221975,5110,132,265375,0,977291,0,129029,0,2181,5185,370021,89336,0,0,0,1151891,0,0,16030,0,0,78294,132647,620146,0,2800,0,340,0,1917,0,170115,108414,60071,0
15/09/2020,4669609,0,0,9451,3520,2100,443503,0,915560,0,272011,2,41247,39245,366595,35046,0,24054,762923,0,0,5029,0,22853,888595,245173,0,152,8004,1400,31871,1270,239283,218420,92303,0,4669609,0,0,0,40356,5098,2700,471275,6358,1005022,0,177799,2,11375,5818,384869,112037,0,0,0,1234225,0,0,5882,0,0,19481,154040,611589,0,5,0,114,0,320,0,164202,115316,141726,0
16/09/2020,2189515,0,0,8538,600,0,70421,0,567750,0,59013,0,28833,12900,240856,12604,0,0,399976,0,0,550,0,23771,504491,32069,0,617,5,1000,1634,0,131800,69988,22098,0,2189515,0,0,0,91437,1860,1,223226,183,563508,0,75144,0,3019,0,193421,23977,0,0,0,630392,0,0,10573,0,0,23771,128470,20850,0,0,0,0,0,1229,2,120336,65734,10492,1891
17/09/2020,3596385,0,0,18441,1900,985,518664,0,728076,0,220144,0,14277,9206,247382,31282,0,108,492426,0,0,1900,1,49499,636879,231576,0,2650,0,10013,16858,0,226676,129814,7627,0,3596385,0,0,0,30634,6671,910,336497,365,665705,0,79410,0,530,2904,232894,63784,0,0,0,1078206,0,0,4471,2,0,48699,113125,710535,0,1000,0,2650,0,3992,0,143798,61331,7272,1000
18/09/2020,3276516,0,690,16972,80,3045,416476,0,716931,0,198202,0,10751,6100,224433,33664,908,16,426301,0,0,6004,0,59126,593070,222624,0,3775,5036,2,10768,0,205509,115597,426,10,3276516,0,0,0,147785,168,820,203010,0,733644,0,89145,180,2991,2100,214748,57891,0,908,6,887505,0,0,396,0,0,62522,110910,560863,0,1075,0,36,2,28,5,123634,63014,13130,0
19/09/2020,2460455,0,0,3427,0,0,65609,0,566600,0,142116,0,44028,3117,163300,23506,0,0,428091,0,0,530,0,19080,655912,198546,0,500,0,0,11161,0,66246,68100,588,0,2460455,0,0,0,85763,40,0,331116,321,598637,0,112627,0,1571,0,183126,43542,0,0,0,779193,0,0,0,0,0,26462,109842,34023,0,0,0,0,0,1542,0,34724,105243,11683,1000
20/09/2020,1638331,0,0,6359,500,0,127854,1500,370124,0,95519,0,15,8000,178262,14084,0,0,273224,0,0,0,0,24413,247026,144915,0,1080,0,0,5188,20,82027,57372,850,0,1638331,0,0,0,1749,70,0,126869,2009,452911,0,71717,0,200,702,145280,42185,0,0,0,536409,0,0,550,0,0,3413,81827,48655,0,0,0,1280,0,427,10,54121,41421,26526,0
21/09/2020,3231381,0,0,118,2000,4900,360194,0,541912,0,243320,0,31177,1301,183271,27771,0,0,464636,2000,0,1,0,68796,655382,196759,0,2501,3625,0,11565,1600,84312,75672,268566,0,3231381,0,0,0,110505,9213,600,250608,4,532979,0,55464,0,4000,150,227910,38595,0,0,5,891459,0,0,397,0,0,62946,122577,573146,0,447,0,125,0,494,1,66418,65256,218083,0
22/09/2020,2897298,0,0,6781,1000,400,377330,0,536022,0,329666,0,21180,17412,164004,11663,0,0,391163,0,0,3164,0,26293,600090,220242,0,2165,8000,0,21601,1360,64351,92877,400,135,2897298,0,0,0,115530,2028,0,227799,272,499685,0,65450,0,5618,972,189449,32750,0,0,0,646104,0,0,1460,0,0,23782,187177,688014,0,165,0,15,0,861,100,92272,97548,20247,0
23/09/2020,2910703,0,0,172,1,0,586728,0,451672,0,318101,0,6660,601,114228,13627,0,0,353081,0,0,1334,1627,52022,559891,142603,0,1573,0,7051,22365,0,84160,129703,63501,1,2910703,0,0,0,148613,261,300,254117,596,466313,0,67804,160,1005,1101,156094,27266,0,0,0,685620,0,0,2246,8000,0,50348,81144,836363,0,73,0,130,0,791,0,36203,56366,29786,1
24/09/2020,3091095,0,1,1087,1,3185,417198,0,653168,0,288092,1,26785,34599,176404,21881,0,0,403048,0,0,25424,0,22264,627498,228214,0,6227,1500,0,17686,0,52314,83558,720,240,3091095,0,0,0,67899,20181,1185,204899,0,568838,0,113086,0,2656,590,242020,55690,0,0,0,853027,0,0,113,3,0,24866,111744,599234,0,72,0,88,0,2413,70,116282,85655,20485,0
25/09/2020,3434071,0,0,4828,0,723,491219,0,720660,0,239502,95,32462,2980,206531,14857,0,6,475074,0,0,10957,0,56663,660505,216816,0,26061,2715,9895,3489,3400,103607,124647,26380,0,3434071,0,0,0,171896,240,150,248655,790,675332,0,92956,0,1035,245,210907,68023,0,0,10,942996,0,0,833,0,0,46363,127273,656745,0,4425,0,1815,0,756,400,66726,70153,42340,3007
26/09/2020,2115564,0,0,3381,0,1210,58714,0,525088,0,82955,0,32534,3363,178684,19755,0,4,444872,0,0,130,0,29761,401664,141383,0,0,362,1,6001,4269,83475,97559,0,400,2115564,0,0,0,49215,0,150,238414,0,479299,0,93214,0,2202,500,121381,59245,0,0,4,734939,0,0,3082,0,0,21818,100368,57997,0,0,0,261,0,453,10,87578,56432,9000,0
27/09/2020,1533787,0,0,5378,0,0,57069,0,364945,0,63325,0,12009,345,116353,12278,488,0,281979,0,0,1500,0,10799,379672,136076,0,0,601,8000,2560,100,41787,38323,200,0,1533787,0,0,0,42330,68,0,120728,871,357453,0,72698,0,2870,170,101508,16804,0,488,0,518663,0,0,156,0,0,10799,62405,40805,0,0,0,190,0,586,0,65032,30963,88200,0
28/09/2020,4606929,0,0,1560,10,100,466917,0,637937,0,315202,95,29533,2306,232319,15943,0,0,507120,0,0,2225,700,75375,526136,435693,0,6944,11,1048,18695,0,63834,95809,1170278,1140,4606929,0,0,0,55966,10,700,169856,34,934331,0,112765,0,3796,601,192127,75535,0,0,0,1023077,0,0,1637,0,0,62376,72838,731180,0,416,0,2504,0,3433,0,55775,192641,915259,75
29/09/2020,4129672,0,0,29421,601,7541,389629,0,882162,0,271898,170,66276,41350,243794,23685,0,3500,540551,0,0,19883,0,47228,789521,299373,0,61,600,0,7815,0,86520,95742,282348,4,4129672,0,0,0,174662,3262,9488,269791,3737,766547,0,76235,300,5083,1010,232705,72910,0,0,0,1207792,0,0,12801,0,0,39289,148494,635394,0,80,0,100,550,1158,0,64731,132282,271274,0
30/09/2020,4949279,0,0,12204,30,148,382801,0,919433,0,245158,0,28045,24672,430703,25572,0,0,784844,0,0,195,0,31664,1273009,186560,0,2846,1582,1181,19283,83,141532,152798,283279,1656,4949279,0,0,0,240033,5315,148,452328,340,1006984,0,172006,800,13670,4004,356941,111472,0,0,0,1307349,0,0,22470,0,0,36934,186188,524660,0,17,0,1042,1,2480,0,108350,128810,265278,1659
01/10/2020,4586266,0,0,7573,2101,230,382257,0,919016,0,300518,100,5041,2203,432921,44511,0,0,691717,3000,0,174,0,53191,1085172,207326,0,1410,21151,0,4985,0,150799,146028,123843,1000,4586266,0,0,0,257459,2035,230,417084,893,1155151,0,130273,197,5108,4002,263344,86805,0,0,1000,1156559,0,0,423,0,0,45934,189874,582097,0,10,0,121,0,293,0,84318,147150,54904,1000
02/10/2020,4159039,0,300,3757,1186,694,440564,0,800636,0,188969,0,41540,6739,370390,35984,0,101,704902,0,0,7999,0,41094,964962,189900,0,185,14000,9000,47242,2500,137360,112277,31760,5000,4159039,0,0,0,271559,1241,985,418778,136,816533,0,119871,25,5664,2759,303075,97351,0,0,1,1092312,0,0,9597,0,0,38528,187739,601256,0,215,0,0,0,547,0,76665,93934,20269,0
03/10/2020,2529858,0,0,5094,2855,0,59763,0,642838,0,106245,10,17151,2480,208077,32203,0,0,559672,0,0,712,0,40360,433157,187402,0,0,250,1000,20939,0,108909,84094,13637,3010,2529858,0,0,0,86249,3235,0,206036,1000,695498,0,87695,0,3700,0,206201,50941,0,0,0,826228,0,0,1172,0,0,60335,83516,37630,0,1200,0,0,0,229,0,128282,32604,18109,0
04/10/2020,1956393,0,0,18400,200,2730,53995,0,446856,0,88221,0,12624,4070,165937,11935,0,0,378071,0,0,441,0,2937,406700,176840,0,0,0,0,48328,2,60072,49882,28150,0,1956393,0,0,0,99381,50,2730,154315,736,503151,0,78311,0,12,320,181618,34432,0,0,0,591975,0,0,574,0,0,2937,71080,50803,0,341,0,795,0,5160,0,70963,56000,50708,0
05/10/2020,3530218,0,175,55,750,177,454959,0,685305,0,317833,0,16802,4569,284960,26573,0,51,480442,1600,0,1989,0,51088,479837,261319,0,2994,6021,7940,38802,260,89894,145027,170794,0,3530218,0,0,0,123872,2076,1300,208987,1055,681451,0,97028,68,0,880,216717,73167,0,0,69,934526,0,0,9307,0,0,43088,126052,677918,0,34,0,1,0,5347,0,86166,133625,106485,1000
06/10/2020,2775980,0,0,7877,76,0,482480,0,511697,0,281105,41,12725,6139,203882,23933,0,51,425574,0,0,10774,0,60791,370973,169394,0,41,327,0,29356,287,84557,58364,35336,200,2775980,0,0,0,61477,368,0,187124,243,523540,0,85952,107,7675,4839,156626,54665,0,0,69,726621,0,0,11441,0,0,60790,100958,657565,0,211,0,325,0,17957,1000,49723,41543,24872,289
07/10/2020,2693077,0,0,6697,281,69,464489,0,586002,0,230536,300,16723,2716,166259,13931,0,0,403319,0,0,5394,0,69356,444052,117498,0,1600,0,0,23797,1000,73916,54623,10518,0,2693077,0,0,1,147039,41,369,205701,0,526503,0,56879,76,2010,66,153092,43669,0,0,0,642620,0,0,8750,0,0,56356,115360,614404,0,0,0,700,770,516,0,45405,52463,20287,0
08/10/2020,2824563,0,0,8769,2,15,394872,0,573464,0,221452,0,26264,545,196143,20253,0,0,402890,0,0,5065,0,23070,570883,216582,0,4200,3545,2700,9881,0,60645,72371,10952,0,2824563,0,0,0,80789,652,85,166650,3654,583413,0,83566,136,385,345,184028,44701,0,0,0,744719,0,0,6437,0,0,17090,113110,648068,0,0,0,1050,0,515,25,53321,81345,10180,300
09/10/2020,3495803,0,0,100,400,445,432832,0,604793,0,167153,0,9215,7388,208261,28614,0,0,440256,0,0,7455,0,58370,767279,191210,0,3570,250,11501,23250,0,115845,388974,28640,0,3495803,0,0,0,170248,990,445,606369,3501,496701,0,77633,0,300,8188,234335,94893,0,0,0,846838,0,0,940,0,0,58030,120643,635357,0,1830,0,0,0,1137,20,40293,82249,14863,0
10/10/2020,1806473,0,0,6290,1000,300,93008,0,490570,0,74953,0,6332,72,162571,18710,0,0,330872,0,0,0,0,19579,309891,128733,0,1,6750,0,3022,863,72994,78504,0,1460,1806473,0,0,0,94727,525,0,161138,150,504024,0,76272,2000,1651,3200,134046,14550,0,0,0,624601,0,0,68,0,0,19579,47158,42220,0,0,0,0,0,142,0,31770,42183,2370,4100
11/10/2020,1424620,0,0,600,0,0,80483,0,372865,0,62462,0,21209,0,137271,8350,0,0,258424,0,0,0,0,23033,236202,153762,0,2000,657,0,0,373,34254,31176,0,1500,1424620,0,0,0,11418,0,200,168031,3346,405375,0,86887,0,550,90,94934,22674,0,0,0,460191,0,0,1611,0,0,22318,55918,22930,0,0,0,230,0,1,0,25350,34945,5620,2000
12/10/2020,4667328,0,150,152,465,5372,508821,0,518608,0,267317,0,12131,302,222468,22535,0,0,431420,0,0,2177,0,72771,459363,164087,0,3546,11440,4896,31992,0,56543,64177,1791196,15400,4667328,0,0,0,100198,1227,4700,228018,436,602237,0,75693,30,0,302,155215,29172,0,0,61,751392,0,0,1021,0,0,67671,90526,678821,0,98,0,385,0,3055,10,91169,64880,1706010,15000
13/10/2020,3552332,0,0,13525,646,0,421126,0,612662,0,245175,0,54797,4140,274579,9122,0,0,599516,19966,0,8061,0,63839,638571,336229,0,668,11108,8365,16312,0,92430,118799,1296,1400,3552332,0,0,0,194758,26,2178,342113,4422,688919,0,138031,340,2383,0,231245,73042,0,0,61,820712,0,0,8167,0,0,59840,107446,653011,0,105,0,807,0,1350,0,61979,135013,12848,13537
