Fecha,Total de monto enviado,"Monto enviado por Accendo Banco, S.A.","Monto enviado por Banco Actinver, S.A.","Monto enviado por Banca Afirme, S.A.","Monto enviado por Opciones Empresariales del Noreste, S.A. de C.V.","Monto enviado por Banco Autofin México, S.A.","Monto enviado por Banco Azteca, S.A.","Monto enviado por Banco del Bajío, S.A.","Monto enviado por Banco Nacional de México, S.A.","Monto enviado por Banco Ahorro Famsa, S.A.","Monto enviado por BanCoppel, S.A.","Monto enviado por Banco Bancrea, S.A.","Monto enviado por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto enviado por Bankaool, S.A.","Monto enviado por Banco Mercantil del Norte, S.A.",Monto enviado por Banco Regional S.A.,"Monto enviado por Bansi, S.A.","Monto enviado por Banco Base, S.A.","Monto enviado por BBVA Bancomer, S.A.","Monto enviado por Banco Monex, S.A.","Monto enviado por CIBanco, S.A.","Monto enviado por Banco Compartamos, S.A.","Monto enviado por Consubanco, S.A.","Monto enviado por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto enviado por HSBC México, S.A.","Monto enviado por Banco Inbursa, S.A.","Monto enviado por Banco Inmobiliario Mexicano, S.A.","Monto enviado por Intercam Banco, S.A.","Monto enviado por Banca Mifel, S.A.","Monto enviado por Banco Multiva, S.A.","Monto enviado por Banco Pagatodo, S.A.","Monto enviado por Banco Sabadell, S.A.","Monto enviado por Banco Santander (México), S.A.","Monto enviado por Scotiabank Inverlat, S.A.","Monto enviado por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto enviado por Banco Ve Por Mas, S.A.",Total de monto recibido,"Monto recibido por ABC Capital, S.A.","Monto recibido por Accendo Banco, S.A.","Monto recibido por Banco Actinver, S.A.","Monto recibido por Banca Afirme, S.A.","Monto recibido por Opciones Empresariales del Noreste, S.A. de C.V.","Monto recibido por Banco Autofin México, S.A.","Monto recibido por Banco Azteca, S.A.","Monto recibido por Banco del Bajío, S.A.","Monto recibido por Banco Nacional de México, S.A.","Monto recibido por Banco Ahorro Famsa, S.A.","Monto recibido por BanCoppel, S.A.","Monto recibido por Banco Bancrea, S.A.","Monto recibido por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto recibido por Bankaool, S.A.","Monto recibido por Banco Mercantil del Norte, S.A.",Monto recibido por Banco Regional S.A.,"Monto recibido por Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Monto recibido por Bansi, S.A.","Monto recibido por Banco Base, S.A.","Monto recibido por BBVA Bancomer, S.A.","Monto recibido por Banco Monex, S.A.","Monto recibido por CIBanco, S.A.","Monto recibido por Banco Compartamos, S.A.","Monto recibido por Consubanco, S.A.","Monto recibido por Fundación Dondé Banco, S.A.","Monto recibido por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto recibido por HSBC México, S.A.","Monto recibido por Banco Inbursa, S.A.","Monto recibido por Banco Inmobiliario Mexicano, S.A.","Monto recibido por Intercam Banco, S.A.","Monto recibido por Banco Invex, S.A.","Monto recibido por Banca Mifel, S.A.","Monto recibido por Banco Multiva, S.A.","Monto recibido por Banco Pagatodo, S.A.","Monto recibido por Banco Sabadell, S.A.","Monto recibido por Banco Santander (México), S.A.","Monto recibido por Scotiabank Inverlat, S.A.","Monto recibido por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto recibido por Banco Ve Por Mas, S.A."
14/02/2022,7783323,0,0,16301,680,28,917242,764542,943438,0,601178,80,152738,92114,346616,78981,1740,0,1433231,0,0,9784,0,441465,659155,631905,0,30333,7404,0,16853,0,146593,174952,315970,0,7783323,0,0,0,59722,318,70,272332,61493,1124469,0,185150,80,41904,3728,320277,399556,0,1740,0,1826487,0,0,12400,0,0,728595,686939,1413416,0,100,0,7825,0,946,0,222172,151177,262246,180
15/02/2022,9789115,0,9137,19279,1350,516,844343,612415,1155028,0,597962,82,66664,72362,478384,66957,0,0,1899805,0,331,17611,0,360702,833532,603157,0,0,7844,0,76225,0,235813,254203,1572051,3360,9789115,0,0,0,36821,4069,0,312848,50295,1156808,0,235683,0,28212,9989,326729,306808,0,0,0,3635141,3,0,11005,0,0,824775,794378,1248755,100,0,0,4800,0,5489,0,293115,138161,365134,0
16/02/2022,6289451,0,0,3452,1180,0,726155,327483,929789,0,442426,0,78961,47239,446663,77922,0,0,1481932,0,12801,4726,0,369254,576834,381629,0,0,4797,0,18126,0,176220,148996,32866,0,6289451,0,0,0,45177,2651,1800,236855,38909,892398,0,188408,0,17823,450,271834,147020,0,0,0,1670225,170,150,8135,0,0,750217,559509,1008594,0,0,0,600,0,4518,0,248836,127853,52189,15130
17/02/2022,5714334,0,0,9148,65,0,693502,269570,696188,0,487125,2500,35763,27355,410541,67751,0,0,1430308,0,10901,5220,0,377093,482051,314403,0,0,5128,0,76335,0,133630,157763,17993,4000,5714334,0,0,0,30554,2549,0,233552,25535,686724,0,138726,2500,9137,12546,220431,143454,0,0,0,1597886,0,0,5158,0,0,799155,393739,1072035,0,0,0,392,0,501,0,188243,123035,25983,2500
18/02/2022,6414324,0,0,28427,301,0,781851,268829,827815,0,376914,2659,36328,18179,373837,63000,0,0,1574633,0,1,6610,0,349534,639561,275462,0,5720,500,0,30318,8000,138579,176608,429584,1074,6414324,0,0,0,61611,30,190,317608,37942,710173,0,122760,3737,16768,4993,305355,107752,0,0,0,1985714,0,1,1867,8000,0,703211,669429,989328,0,1000,0,685,0,1111,0,155430,86478,122012,1140
19/02/2022,3762908,0,0,1947,0,0,263991,155131,551547,0,124150,0,22614,10834,236625,31792,5152,0,1226623,0,0,1372,0,277466,364485,195411,0,5810,5410,0,13830,0,134702,112563,21453,0,3762908,1,0,0,500,80,0,238252,17297,551298,0,104435,200,2474,2000,193123,80145,0,120,0,1145350,55,0,5299,0,0,686812,299574,129398,0,3679,0,5025,0,205,0,185641,67154,44189,600
20/02/2022,2406436,0,0,13917,1500,0,139643,99059,418380,0,111012,0,34666,12504,208114,47309,0,0,648591,0,0,1676,0,18686,316992,160874,0,350,0,0,6,0,94277,60997,17884,0,2406436,0,0,0,9926,228,0,149067,4953,384725,0,75203,0,7537,330,151393,129925,0,0,0,886324,0,0,1201,0,0,50167,214205,107512,0,1285,0,3475,0,137,0,154310,48361,25824,347
21/02/2022,5588690,0,0,1625,100,0,789331,76297,876190,0,563118,40,16943,18984,389074,52868,0,0,1214979,0,1,9930,0,406656,444069,232660,0,22850,10225,0,13593,0,142604,147128,149255,10170,5588690,0,0,0,114785,123,0,138359,22960,698682,0,78451,40,4190,1429,226732,142097,0,0,0,1419765,0,1,2378,0,0,681450,453743,1175710,0,4580,0,2225,0,253,0,154855,75503,181020,9360
22/02/2022,5219508,0,11500,10178,3092,0,736912,111016,535787,0,520391,0,45376,10733,309367,75886,0,0,1443013,0,5098,31464,0,335485,356501,315704,1,11272,8219,0,54552,3219,111087,137412,36074,170,5219508,0,0,0,26470,15509,0,147448,15192,643302,0,64718,0,22314,184,264521,177660,0,0,0,1254934,0,0,5305,0,0,715830,498703,1089912,0,805,0,2719,0,276,0,151526,93526,25283,3372
23/02/2022,4910406,0,0,8665,11962,0,804823,85093,650163,0,506481,0,15753,34176,311388,55448,0,0,1189003,0,1,9075,0,314065,377499,244469,0,2314,3647,0,17094,0,123791,114982,29012,1500,4910406,0,0,0,66395,373,150,143257,14700,680922,0,99544,0,17163,109,195689,85147,0,0,0,1070807,0,103,21435,0,0,667010,554180,1061449,0,1520,0,0,0,2617,0,139914,71849,15941,133
24/02/2022,5436490,0,0,17420,58,0,826624,94880,625601,0,476925,0,32691,4397,419332,62104,0,0,1189931,0,0,9401,0,265909,649175,363947,0,28391,10795,0,13153,0,117571,107331,120105,750,5436490,0,0,1511,88753,397,50,235743,16275,739916,0,106437,0,13657,1532,233501,159981,0,0,0,1309035,0,0,19083,0,0,660066,531946,1081241,0,12264,0,1957,0,454,0,142279,63997,16236,180
25/02/2022,12756702,0,0,7538,77290,0,936520,501771,835460,0,427045,620,122442,95436,444783,74853,1449,0,1534258,0,1200,9404,0,314827,834155,744378,0,40240,0,0,22442,0,182337,195747,5350957,1550,12756702,0,0,0,75445,66839,0,481364,31427,956649,0,149703,720,16764,17403,398220,262997,0,0,0,2282623,0,0,18521,0,0,628416,655474,1149631,0,697,0,10705,0,2572,0,343180,109465,5096339,1548
26/02/2022,4477867,0,0,1595,1729,0,247726,240970,557402,0,144029,0,123685,25556,308078,48656,101,0,1201022,0,0,7935,0,298012,450469,463218,0,43010,4038,0,1809,0,175842,107122,24626,1237,4477867,0,0,0,17140,383,0,273067,14793,782504,0,158844,0,16411,1944,229407,186751,0,101,0,1264004,491,0,1104,0,0,612946,375580,183447,0,1668,0,1500,0,834,0,209521,102035,40652,2740
27/02/2022,2956337,0,0,6765,3000,0,141757,147252,422018,0,113859,0,131858,14972,225442,41051,0,0,697573,0,0,1399,0,7659,347049,300139,0,1230,1150,0,25941,0,111754,93904,120566,0,2956337,0,0,0,2965,1257,0,236242,10282,553183,0,104993,0,14018,541,117825,114957,0,0,0,999613,0,0,5280,0,0,37942,247418,134749,0,652,0,3153,0,954,0,288716,67526,14070,0
28/02/2022,9643830,0,0,19587,400,0,807140,777767,993030,0,494917,0,133878,66334,523950,91049,0,0,1702155,0,0,6166,0,352908,965607,667554,0,15835,7438,0,73130,0,199362,327221,1414393,4007,9643830,0,0,100,53412,4103,0,394503,30350,1133246,0,246148,0,30487,1575,852356,300908,0,0,0,2608865,0,500,3021,0,0,600061,847134,1096275,0,4710,0,22411,0,648,0,430580,126428,852502,3508
01/03/2022,7480319,0,440,17118,3080,0,816806,295753,871803,0,606225,850,103289,34486,647290,116716,0,0,1762292,0,2,49740,0,351082,815039,476460,0,9825,9396,0,18061,0,150257,200220,124089,0,7480319,0,0,15,101414,9012,0,321654,50307,1056014,0,178031,850,19739,8087,396426,285811,0,0,0,1955678,0,1,42732,8000,0,709376,615592,1269550,0,9090,2570,7618,0,4061,0,198388,140658,88870,777
02/03/2022,6642723,0,43,30011,5961,0,783036,324136,662294,0,514021,0,74161,36919,391133,107432,0,0,1527032,0,700,32196,0,346721,501879,393560,0,14390,1552,0,174585,0,181303,176733,362088,836,6642723,0,0,0,106568,223,0,348588,30081,884771,0,186844,0,22666,3760,275514,285887,0,0,0,1477173,0,0,44028,0,0,706039,452936,1145373,0,825,0,1050,0,84,0,357430,123657,186335,2891
03/03/2022,6323955,0,0,6686,3552,0,833940,165313,638028,0,541723,1000,110420,16288,499882,101865,0,0,1427750,0,0,31092,0,452331,600107,361130,186,11273,19919,0,98495,0,173976,182879,46119,0,6323955,0,0,0,116786,3777,0,236575,24004,771018,0,120534,0,12263,3417,292007,225703,0,0,0,1624221,0,0,16001,0,0,773243,584416,1171415,0,0,0,8740,0,1204,0,174312,124239,40080,0
04/03/2022,13935092,0,0,12407,160,1815,753333,214061,713328,0,419139,1000,105065,29534,408867,55267,180,0,1661450,0,0,27404,0,359428,675966,472112,0,15170,2360,0,39415,0,177273,156619,7633150,589,13935092,1,0,44,77095,13910,108,311146,29195,1003303,0,210277,1000,9739,5025,235113,249437,0,180,0,3805181,0,0,43731,0,0,725826,635075,1060831,0,1356,0,3245,0,1607,0,220377,130751,5161389,150
05/03/2022,4307247,0,0,3100,2000,0,305882,130646,545749,0,153481,0,29103,4348,246177,47603,0,0,1332212,0,0,3558,0,373217,492059,249290,0,38074,300,0,60312,0,131336,129900,28900,0,4307247,0,0,0,18674,265,0,339383,23893,606648,0,107094,0,5788,277,166058,129316,0,0,0,1265683,0,0,13000,0,0,765278,341903,162990,0,1750,0,0,0,435,0,227324,71888,58164,1436
06/03/2022,2504860,0,0,3258,100,900,145539,74162,349963,0,99803,0,37315,22813,162733,32567,0,0,619665,0,0,1874,0,11912,322383,275392,0,6979,0,0,13572,0,94677,216203,13050,0,2504860,0,0,0,6500,1288,0,201419,36007,399035,0,159863,0,4943,2460,126254,105328,0,0,0,920281,0,0,989,0,0,48616,236876,127015,0,619,32,0,0,54,0,39719,79314,8247,0
07/03/2022,9132842,0,0,4174,2000,0,789568,274508,675253,0,542765,340,28030,8586,382296,54530,0,0,1439098,0,120,59549,0,394930,466944,314676,0,25766,1929,0,37241,0,119090,171169,3339931,349,9132842,0,0,50,46284,191,0,217821,38761,773613,0,117861,0,13722,4691,262761,206222,0,0,0,1360880,0,0,97043,701,0,685229,643324,1068773,0,3799,0,1437,0,620,0,190557,113920,3284571,11
08/03/2022,5338281,0,0,4313,0,87,791440,172202,518797,0,573337,10,28079,10007,371537,62881,0,0,1366717,0,80,42321,0,348526,439818,288314,0,7936,8215,0,91241,0,97157,111332,3300,633,5338281,0,0,0,54402,2014,0,202588,13441,525702,0,99749,10,6386,434,199090,239040,0,0,0,1097317,0,0,31114,0,0,834551,574866,1187703,0,428,0,17065,0,897,0,146382,84687,15116,5300
09/03/2022,5937799,0,0,1805,36,0,776880,164863,437666,0,497406,300,42873,7013,264010,108783,0,0,1166020,0,0,5893,0,377901,425908,316617,0,1680,9422,0,17339,0,108792,106765,1099828,0,5937799,0,0,100,14653,196,0,187529,16685,585979,0,74625,420,9953,772,190140,194948,0,0,0,2043645,0,0,15365,0,0,775934,550660,1009961,0,482,0,1580,0,12,0,137952,69326,48733,8149
10/03/2022,5851961,0,0,12003,343,0,798213,132408,553326,0,467153,180,56613,2613,397372,62270,0,0,1405666,0,1461,83638,0,373567,518071,350397,0,178416,788,0,5313,0,102923,108800,240330,100,5851961,0,0,0,101640,463,0,194075,21820,584741,0,89959,312,15321,793,209136,207198,0,0,0,1260361,11600,50,85019,0,0,823471,503704,1015639,0,2260,0,0,0,682,0,372212,58972,284434,8100
11/03/2022,8942753,0,0,4514,12000,0,833355,189289,522413,0,411571,3450,37732,14484,366372,71152,0,0,1468984,0,3850,57108,0,358498,731374,690689,0,8391,7865,0,59019,0,136441,210003,2744201,0,8942753,0,0,0,70241,1340,0,327774,32185,593447,0,224823,3750,8644,40,1477672,221495,0,0,0,3026613,431,0,80257,0,0,727188,700418,953294,0,4423,0,11793,0,32,0,217778,124165,126952,8000
12/03/2022,4221051,0,0,7912,0,0,238595,104633,467949,0,162440,0,37101,12216,281733,34671,0,0,1288015,0,0,3509,0,376168,442522,351229,250,7642,4911,0,18848,0,150121,101708,128877,0,4221051,0,0,0,1000,819,0,266530,7495,662558,0,109108,0,14533,43,183781,65592,0,0,0,1212570,87,0,2835,0,0,839643,341220,134982,250,300,0,1943,0,389,0,211303,108102,55966,0
13/03/2022,2504592,0,0,2562,2000,0,216365,101336,313953,0,104799,0,115510,913,220274,37700,0,0,649493,0,0,1520,0,100,288022,300786,0,1958,13700,0,412,0,55385,62766,15040,0,2504592,7,0,0,10500,563,0,165181,10070,533920,0,123928,0,20688,0,139583,90856,0,0,0,829719,0,0,1390,0,0,43495,223772,118295,5,800,0,5700,0,5,0,148130,27168,10817,0
14/03/2022,7981891,0,0,13744,9600,95,792112,685216,880862,0,500248,759,91784,102104,481687,80888,8000,0,1550449,0,0,19734,0,458107,788808,423263,544,33514,14870,0,27247,0,171978,142050,704229,0,7981891,0,0,0,54752,10655,0,375023,65978,1108098,0,148784,940,23560,5774,378375,281225,0,0,0,1783147,7500,0,792,0,0,850597,781726,1008576,0,1671,0,1973,0,5807,0,244130,159366,675442,8000
15/03/2022,8479305,0,1575,30598,1247,0,903815,618059,761945,0,608140,465,108881,52117,507149,113433,8000,0,1962371,0,4900,16552,0,374805,792831,652701,0,26875,13568,0,64569,500,210867,320872,321968,500,8479305,0,0,0,38442,7471,0,351554,65481,1042063,0,207502,240,39209,7577,476112,278224,0,0,0,2183818,0,0,39753,0,0,857629,778706,1274303,0,0,0,8657,0,1365,0,280397,134762,398040,8000
16/03/2022,6738777,0,667,20256,1996,0,797973,262908,683163,0,564273,0,74646,16657,487424,73834,5000,0,1709390,0,0,81486,0,392817,581856,512876,0,860,5600,0,5602,0,182790,189016,86922,767,6738777,0,0,0,88360,3410,0,393613,46769,803225,0,108258,0,22772,1149,297244,165719,0,0,0,1496311,0,0,207137,0,0,834259,615240,1114865,0,585,0,691,0,1223,0,250999,180043,106905,0
17/03/2022,6078275,0,0,14226,19,0,777833,163521,658761,0,484044,100,35033,20906,418546,69356,733,0,1626963,0,19592,10704,0,385793,593912,390802,0,10014,0,0,9297,0,186644,161326,40151,0,6078275,0,0,0,50622,14718,0,276460,31251,789801,0,114686,100,17206,3442,242161,191559,0,0,0,1332710,0,0,105742,0,0,928345,547412,1097390,0,4055,0,545,0,815,0,181562,106731,39955,1008
18/03/2022,6235298,0,0,17326,679,0,788956,223000,632625,0,451540,1450,59358,58832,432369,79055,4492,0,1654753,0,0,20060,0,373569,649213,341731,0,8447,37999,0,9689,0,131477,172115,86563,0,6235298,0,0,0,57667,2383,0,304511,20942,784011,0,126128,1487,13434,2470,217454,137051,0,1246,0,1548458,0,0,87119,0,0,764789,791111,971281,0,3577,0,5480,0,1028,0,201345,150914,32412,9000
19/03/2022,3655071,0,0,702,1000,0,206678,150028,438578,0,151914,0,42088,12652,271273,47628,0,0,1167058,0,1500,782,0,300805,394791,217984,0,3800,500,0,7174,0,116922,111475,9739,0,3655071,0,0,0,379,1953,0,191704,25328,549686,0,108267,0,22533,3291,216632,131417,0,0,0,941689,0,0,751,35,0,741305,371588,96987,0,447,0,373,0,501,0,171060,72964,6181,0
20/03/2022,2178626,0,0,9068,0,0,204577,183806,233209,0,106706,0,23283,12740,146539,20000,0,0,668377,0,5000,432,0,12521,250885,159386,0,1078,3500,0,235,0,68198,60466,7919,700,2178626,0,0,0,201,173,0,171483,37841,361687,0,121967,0,3265,550,116781,31653,0,0,0,799030,0,0,1026,0,0,61153,191356,67216,0,3000,0,0,0,168,0,165000,34535,1063,9478
21/03/2022,3363754,0,0,2941,0,0,271877,109846,295192,0,135458,0,15335,5573,142620,52548,0,0,1086774,0,0,7466,0,401959,375652,207525,0,0,1500,0,5010,600,89341,134539,21999,0,3363754,0,0,0,460,241,0,164676,23453,441132,0,69473,0,12380,2113,120818,81399,0,0,0,949025,0,0,2109,0,0,725671,411703,98470,0,0,0,1414,0,7,0,162437,70123,18652,8000
22/03/2022,6007964,0,0,11427,125,0,1079425,125635,548115,0,681091,0,42125,8559,341898,44014,0,0,1409359,0,5000,25258,0,473154,405110,310830,0,22087,660,0,49810,0,66873,140141,217158,110,6007964,0,0,0,48341,3207,0,218109,42105,523788,0,81633,0,9319,1279,275127,116062,0,0,0,1169752,0,0,48818,0,0,862746,649500,1483637,200,4978,0,3524,0,3341,0,155076,123968,176075,7381
23/03/2022,5380457,0,1,14324,0,0,792093,152147,409814,0,543306,1131,38859,15743,415606,57539,0,0,1372827,0,6170,20002,0,466026,386338,292465,0,45733,760,0,20449,0,108988,169884,49500,752,5380457,0,0,0,60295,1410,0,394457,25829,568157,0,110977,450,16749,3060,214813,106841,0,0,0,1079998,191,140,18035,0,0,868610,628624,1010307,50,2113,0,150,0,327,0,171400,71736,12738,13000
24/03/2022,5690979,0,0,12187,400,0,851933,147494,502609,0,462661,0,39171,34429,282841,80418,0,0,1568877,0,0,10505,0,436471,486489,287844,0,21732,300,0,10346,0,97742,163048,193175,308,5690979,0,0,0,42241,277,0,490549,16213,683901,0,107510,0,8322,7530,231888,89961,0,0,0,1142937,0,0,1179,0,0,921825,613494,1013039,0,5453,0,460,0,40,0,166490,106260,41411,0
25/03/2022,10229449,0,0,3825,0,1,869654,197633,650245,0,475269,0,67002,13783,358889,52339,0,0,1498570,0,0,7389,0,426034,663513,399569,900,14908,7483,0,119586,0,137057,142865,4121804,1132,10229449,0,0,0,65105,797,0,433086,22473,744918,0,127734,0,36294,1184,235471,99158,0,0,0,1524909,0,0,5853,10,0,856524,741891,989716,50,2887,0,1210,0,260,0,177574,124460,4037184,700
26/03/2022,3822413,0,0,8804,350,0,276260,110812,419153,0,147558,0,23812,11497,162502,42084,0,0,1223849,0,8000,693,0,403344,426930,273819,0,7009,16970,0,3436,0,132534,90208,15330,17460,3822413,1,0,0,26147,81,0,179240,19957,470893,0,63023,0,14149,54,159051,127950,0,0,0,1115020,0,0,7967,0,0,867912,360413,141456,0,0,0,200,0,8,0,170494,72232,26114,50
27/03/2022,2144096,0,0,1147,0,0,133813,102136,324000,0,101584,0,21742,1246,145851,34444,0,0,664206,0,600,702,0,11031,250340,143256,0,4740,1380,0,707,0,78096,81957,26495,14622,2144096,0,0,0,26422,570,0,109216,12217,393519,0,56937,0,1647,466,122696,93264,0,0,0,731916,0,0,39,0,0,80118,248684,60067,0,0,0,280,0,2239,0,132036,31087,40302,375
28/03/2022,5808119,0,9000,7834,0,0,940125,123763,530752,0,663039,0,63514,18388,237243,62577,0,0,1234086,0,0,4463,0,471148,475392,360211,0,20552,9757,0,22968,0,97331,95114,360693,170,5808119,6,0,0,34755,802,0,281024,55965,568522,0,92184,0,36203,0,185718,157422,0,0,0,1098824,0,0,3736,0,0,863320,688538,1240797,0,605,0,7466,0,713,0,164269,86442,230811,10000
29/03/2022,7017026,0,0,10442,1530,0,892222,497692,574065,0,549229,0,176106,56374,340812,67425,0,0,1770689,0,1539,20968,0,387550,507285,706208,0,24507,17351,0,12403,0,168504,135448,98276,399,7017026,0,0,0,20512,1543,0,486331,34823,751598,0,127616,0,71652,3173,194982,165564,0,0,0,1866785,0,0,805,0,0,1011712,691841,1219551,0,275,0,18408,0,1272,0,243308,67098,38177,0
30/03/2022,8226295,0,0,28210,520,0,1033127,426292,918093,0,599557,100,84868,99265,499702,100162,0,0,1976366,0,0,895,0,365535,681909,602176,0,21261,5278,0,4250,0,181441,350172,246813,300,8226295,0,0,0,82120,1178,0,499170,31509,944806,0,160294,100,46626,4789,400992,181045,0,0,0,2356198,0,0,16574,1026,0,837204,879378,1113317,0,1250,0,705,0,591,0,245031,133960,288132,300
31/03/2022,10111901,0,485,8783,90,0,874316,492669,969370,0,515477,520,53242,38357,621576,97348,1150,0,2127042,0,3500,12650,0,449909,929128,566894,0,9998,2506,0,8961,0,281471,205822,1840436,200,10111901,0,0,55,68035,620,0,424033,65917,902679,0,207368,715,28688,875,374749,238621,0,209,0,2644216,133,0,20441,0,0,964837,840833,1048947,0,0,0,6200,0,119,0,493151,126263,1654197,0
01/04/2022,8185931,0,0,17267,650,0,891724,312152,930723,0,433502,290,100602,66187,664678,92952,0,0,1943199,0,0,9462,0,444275,893881,548887,0,29219,33378,0,27469,0,246339,132005,367091,0,8185931,0,0,0,66735,993,0,498128,59638,1096659,0,170851,200,16481,20061,383215,217745,0,0,0,2139877,1498,0,3274,0,0,839353,851384,994781,0,4228,0,135,0,140,0,459913,116734,243908,0
02/04/2022,4740581,0,0,3342,0,0,233430,200577,540602,0,173661,0,23399,2946,351379,75786,658,0,1442260,0,15000,10944,0,383104,637051,322557,0,2675,1190,0,887,0,173878,108053,36201,1000,4740581,0,0,0,22988,1190,0,297513,42041,710723,0,101781,0,12398,0,201478,100530,0,658,0,1523612,0,0,1244,0,0,818811,406194,148479,0,1440,0,1800,0,2007,0,240544,80029,25120,0
03/04/2022,2663779,0,0,4097,0,0,146255,102992,435188,0,127271,0,36963,13681,233840,37979,0,0,794292,0,0,0,0,6632,380619,201622,0,10755,0,0,858,0,86227,38373,6136,0,2663779,0,0,0,361,151,0,177287,4617,469795,0,64444,0,9600,0,179438,64861,0,0,0,952825,419,0,6638,0,0,50680,311908,129766,0,3000,0,70,0,195,0,188613,45318,3793,0
04/04/2022,13029930,0,0,11209,2212,0,906515,231737,683445,0,511587,0,52685,21106,440746,71631,0,0,1613219,0,0,26820,0,418805,557627,400548,0,3257,1355,0,60414,0,129498,150652,6734540,320,13029930,0,0,0,19845,2677,0,442457,32921,748016,0,187127,0,11383,697,1771646,242552,0,0,0,2275320,227,0,17058,0,0,819208,682199,1027034,0,70,0,0,0,162,0,190775,104335,4454117,100
05/04/2022,6282419,0,0,3541,30,40,797082,125192,633876,0,554682,278,88085,27510,370124,94618,0,0,1748775,0,0,21642,0,525857,453972,289431,0,8088,1342,0,236896,0,173692,91996,35672,0,6282419,0,0,0,79530,482,0,359200,25089,691115,0,117045,248,28602,8425,309532,138985,0,0,0,1565614,0,0,294,0,0,1012529,588979,1059967,5,388,0,2650,0,3036,0,177429,53611,59664,0
06/04/2022,6338307,0,0,4201,11300,0,996789,159716,563595,0,541982,70,54243,46635,432758,72050,0,0,1468677,0,400,5260,0,308414,469476,352851,0,2502,2240,0,37808,0,143506,129391,534443,0,6338307,0,0,0,47722,5156,0,313866,18045,697847,0,159425,70,18726,0,207650,139895,0,0,0,1576893,27,0,953,0,0,740650,680187,1002140,0,572,0,1000,0,338,0,159441,49494,518209,0
07/04/2022,6433580,0,0,7646,1100,0,805764,211421,549678,0,506434,0,34640,17202,460412,41145,0,0,1690532,0,0,2553,0,421619,626369,366857,0,41298,5839,0,24219,0,128778,151218,338305,552,6433580,0,0,0,52345,1286,0,330938,35397,804293,0,93266,70,12912,0,261802,147059,0,0,0,1425295,0,0,1243,0,0,993538,638013,1053218,0,5862,0,1,0,254,0,164438,74572,337778,0
08/04/2022,8036123,0,0,7840,3130,100,806153,342578,762928,0,477238,180,33681,30448,474290,72932,0,0,1714034,0,1000,6437,0,323291,798406,458574,0,7976,259,0,27941,3000,157128,139130,1387447,0,8036123,0,0,0,58029,4176,0,455306,45735,1001888,0,134480,405,19183,2958,277588,146422,0,0,0,1772032,20,0,2004,0,0,752676,854011,1097940,0,3863,0,200,0,63,0,215084,97304,1094055,700
09/04/2022,4098762,0,0,5089,0,0,238033,167957,400058,0,163296,0,127023,2555,214948,48614,0,0,1280289,0,1450,21321,0,412013,485260,241363,0,282,598,0,17957,0,106947,125929,37419,360,4098762,0,0,0,8470,1928,0,206484,12320,593044,0,161624,0,8102,7100,206581,96666,0,0,0,1120071,0,0,8488,0,0,889070,384961,133181,0,22,0,464,0,582,0,164166,50539,44901,0
10/04/2022,2135260,0,0,6767,0,0,163775,87804,268700,0,112728,0,27251,2849,184505,43230,0,0,610130,0,0,292,0,0,355484,131977,0,3924,1800,0,1572,0,66708,56775,8990,0,2135260,0,0,0,371,242,0,169288,4816,344849,0,60511,0,2491,0,125371,69965,0,0,0,759449,0,0,362,0,0,47908,276176,103489,0,500,0,0,0,430,0,112867,46320,9655,200
11/04/2022,7715326,0,4714,1093,0,230,876434,94020,588872,0,525948,70,80833,43819,334219,53709,0,0,1333932,0,0,4052,0,411803,514206,333708,0,14366,7461,0,75018,0,118799,110463,2187557,0,7715326,0,0,0,58440,314,0,316036,12556,743990,0,168319,3570,16926,7438,170820,117650,0,0,0,1281305,0,0,4876,0,0,788942,682494,1074801,0,239,0,1700,0,177,0,177677,52148,2034909,0
12/04/2022,6280099,0,0,24640,351,0,895004,172230,711176,0,532700,0,84640,56764,319904,81401,0,0,1624086,0,3600,14630,0,361793,602254,382352,0,11288,210,0,11422,0,137377,124918,127360,0,6280099,1,0,0,83861,1213,0,345471,22075,913301,0,163559,3500,26725,7988,251553,133897,0,0,0,1283840,0,0,3462,0,0,844214,763559,1185100,0,1099,0,180,0,118,240,174147,28152,42492,354
13/04/2022,9501828,0,1578,22415,389,0,1036936,975590,958136,0,562559,54,103616,44427,529772,108880,0,0,1882252,0,9365,9555,0,438303,1091336,725726,0,41878,54100,0,28039,0,225761,202252,448519,390,9501828,5,0,0,69841,7210,0,569889,65580,1148875,0,205000,54,34813,2750,418907,298224,0,0,0,2641069,405,0,7778,0,0,844629,936341,1313287,0,3329,2528,38953,0,6,0,377574,127664,387113,1
