,fecha,total_cuentas_validadas,ABC_capital,banco_actinver,banca_afirme,opciones_empresariales_del_Noreste,banco_autofin_méxico,banco_azteca,banco_del_bajío,banco_nacional_de_méxico,Banco_ahorro_Famsa,bancoppel,banco_bancrea,banco_nacional_del_ejército_fuerza_aérea_y_armada,bankaool,banco_mercantil_del_norte,banco_regional,banco_del_ahorro_nacional_y_servicios_financieros,bansi,banco_base,bbva_bancomer,banco_monex,cibanco,banco_compartamos,consubanco,fundación_dondé_banco,fincomún_servicios_financieros_comunitarios,hsbc_méxico,banco_inbursa,banco_inmobiliario_mexicano,intercam_banco,banco_invex,banca_mifel,banco_multiva,banco_pagatodo,banco_sabadell,banco_santander,scotiabank_inverlat,sistema_de_transferencias_y_pagos_stp,operadora_de_pagos_móviles_de_méxico,banco_ve_por_Mas
128,29/09/2020,25353,0,0,39,0,2,318,1,2439,0,5239,0,24,2,162,83,0,0,1,16479,0,0,7,0,0,2,369,44,0,1,0,3,1,40,0,27,65,4,0,1
129,30/09/2020,7092,0,0,65,1,2,238,1,1126,0,1785,0,25,-1,169,84,0,0,0,2930,0,0,3,0,0,1,416,25,0,3,0,3,0,60,1,108,44,1,0,2
130,01/10/2020,-758,0,1,65,1,2,384,-1,1992,0,3487,0,28,0,138,76,0,0,0,-7418,0,-1,3,0,0,1,302,38,0,4,0,2,1,89,0,28,16,3,0,1
131,02/10/2020,25988,0,0,41,1,0,370,1,2077,0,1680,0,23,2,237,104,0,0,0,20736,0,0,7,0,0,0,311,43,0,1,0,0,0,76,0,223,53,1,0,1
132,03/10/2020,21002,0,0,32,0,0,323,1,1977,0,3994,0,20,0,158,59,0,0,0,13713,0,0,0,0,0,0,259,28,0,2,0,4,0,82,0,170,176,2,0,2
133,04/10/2020,17973,0,0,26,0,0,297,0,1695,0,4568,0,9,0,142,47,0,0,0,10656,0,0,1,0,0,0,198,22,0,0,0,1,0,58,2,118,129,4,0,0
134,05/10/2020,26674,0,0,26,1,0,325,2,2567,0,4262,0,15,1,149,82,0,0,0,18640,0,-1,1,0,0,0,285,27,0,1,0,1,0,63,1,145,75,5,0,1
135,06/10/2020,25611,0,0,34,4,0,346,1,2746,0,4799,0,14,1,131,58,0,0,0,16794,0,0,4,0,0,1,228,42,0,2,0,3,0,-10,0,169,240,3,0,1
136,07/10/2020,24679,0,1,16,1,0,336,-3,2773,0,4702,1,14,1,114,66,0,0,0,15760,0,0,4,0,0,0,238,0,0,1,0,0,0,65,2,132,453,1,0,1
137,08/10/2020,23738,0,0,25,1,2,313,2,2739,0,3803,0,11,0,202,80,0,0,0,15672,0,0,5,0,0,0,234,16,0,1,0,0,1,37,0,154,435,5,0,0
138,09/10/2020,22437,0,0,26,1,0,346,-1,1678,0,1821,0,5,0,138,71,0,0,0,17587,0,0,5,0,0,0,323,34,0,0,0,0,0,50,1,155,195,2,0,0
139,10/10/2020,18470,0,0,22,0,0,275,0,2030,0,2957,0,15,0,128,76,0,0,0,12390,0,0,5,0,0,0,113,24,0,0,0,0,0,-4,1,125,313,0,0,0
140,11/10/2020,15400,0,0,17,0,0,292,1,1572,0,4106,0,6,0,105,65,0,0,1,8718,0,0,2,0,0,0,154,22,0,0,0,0,0,-1,2,110,224,4,0,0
141,12/10/2020,25327,0,0,17,1,0,322,-2,2403,0,5059,0,17,2,107,85,0,0,0,16355,0,0,2,0,0,0,402,39,0,1,0,1,0,45,0,121,347,3,0,0
142,13/10/2020,25540,0,0,27,1,0,353,-3,2571,0,5192,0,26,-1,130,91,0,0,0,16213,1,0,4,0,0,0,311,28,0,1,0,2,0,38,0,149,406,0,0,0
143,14/10/2020,25716,0,0,38,3,3,303,-7,2358,0,3581,0,31,4,167,95,0,0,0,18430,0,0,6,0,0,0,419,44,0,-2,0,3,0,34,2,25,175,1,0,3
144,15/10/2020,9409,0,0,28,2,1,284,0,2002,0,921,0,13,1,147,111,0,0,1,5283,0,0,5,0,0,-1,306,28,0,2,0,1,0,39,2,97,127,5,0,4
145,16/10/2020,20478,0,0,29,1,0,281,-1,2097,0,1114,0,13,0,164,100,0,0,0,15852,0,0,10,0,0,1,362,33,0,17,0,2,0,35,1,204,156,6,0,1
146,17/10/2020,15132,0,0,26,0,1,334,0,1881,0,-239,0,23,0,148,72,0,0,0,11959,0,0,5,0,0,0,338,33,0,0,0,1,0,20,0,130,398,1,0,1
147,18/10/2020,10941,0,0,17,0,0,238,-1,1528,0,5177,0,9,0,103,40,0,0,0,3059,0,0,0,0,0,0,323,30,0,0,0,0,0,13,0,101,303,0,0,1
148,19/10/2020,23134,0,0,26,2,0,329,1,1898,0,3545,0,14,0,120,75,0,0,0,16289,1,0,2,0,0,-1,502,22,0,6,0,2,1,28,2,144,124,1,0,1
149,20/10/2020,23082,0,0,27,0,2,278,-2,2181,0,4961,0,17,3,111,97,0,1,0,14311,0,0,7,0,0,0,327,30,0,2,0,1,0,21,2,149,553,3,0,0
150,21/10/2020,23170,0,0,33,0,1,298,3,2148,0,4589,0,11,0,120,84,0,0,0,14727,0,-2,5,0,0,0,366,29,0,1,0,2,0,28,0,157,567,3,0,0
151,22/10/2020,22719,0,0,32,0,2,320,-5,2257,0,4046,0,5,4,150,73,0,0,0,14655,0,0,5,0,0,1,385,41,0,5,0,1,0,21,2,230,486,2,0,1
152,23/10/2020,19814,0,0,51,3,2,338,-1,1837,0,1374,0,7,1,119,87,0,0,1,14973,0,0,8,0,0,1,467,32,0,4,0,2,0,32,0,293,182,1,0,0
153,24/10/2020,17222,0,0,37,0,0,263,0,1653,0,3782,0,11,1,121,50,0,0,0,10377,0,0,5,0,0,0,328,-1,0,2,1,2,0,20,1,193,373,1,0,2
154,25/10/2020,14503,0,0,25,0,1,281,-2,1306,0,3734,0,8,0,138,60,0,0,0,8128,0,0,5,0,0,0,286,18,0,2,0,0,0,24,2,164,320,1,0,2
155,26/10/2020,20691,0,0,23,0,0,292,-3,2275,0,3141,0,10,0,139,78,0,0,0,13607,0,0,5,0,0,0,381,31,0,0,0,1,0,18,0,232,458,3,0,0
156,27/10/2020,22910,0,0,60,-1,0,315,5,2417,0,4203,0,24,1,115,93,0,0,0,14498,1,0,4,0,0,1,349,36,0,1,0,1,0,24,0,258,504,1,0,0
157,28/10/2020,22787,0,0,49,0,0,303,-1,2407,0,3955,0,16,0,127,97,0,0,0,14808,0,0,7,0,0,0,349,0,0,1,0,0,1,26,0,216,422,3,0,1
158,29/10/2020,20236,0,0,65,1,0,283,7,1774,0,1434,0,20,1,178,100,0,0,0,15486,0,0,6,0,0,0,442,30,0,5,0,4,0,30,0,156,208,5,0,1
159,30/10/2020,3824,0,1,57,1,2,253,8,763,0,239,0,37,1,165,25,0,0,0,1716,0,0,5,0,0,0,397,23,0,5,0,1,0,17,2,44,59,2,0,1
160,31/10/2020,10085,0,0,41,0,1,348,7,1853,0,1004,1,14,1,169,82,0,0,0,5474,0,0,3,0,0,0,319,28,0,1,0,2,0,26,0,238,473,0,0,0
161,01/11/2020,15074,0,0,7,0,1,254,-1,1413,0,3771,0,23,0,119,61,0,0,1,8603,0,0,3,1,0,0,299,22,0,0,0,1,0,19,0,177,296,4,0,0
162,02/11/2020,19094,0,0,45,1,1,983,5,1823,0,4281,0,14,0,123,83,0,0,0,10542,0,-1,6,0,0,1,487,37,0,1,0,2,0,41,1,215,402,1,0,0
163,03/11/2020,4506,0,0,51,0,1,787,16,537,0,1965,0,16,2,103,93,0,0,0,83,1,0,3,0,0,0,547,25,0,6,0,2,0,30,1,164,72,0,0,1
164,04/11/2020,23189,0,0,48,3,1,451,4,2408,0,4392,0,20,0,124,133,0,0,0,14856,1,0,6,2,0,0,398,51,0,0,0,0,0,35,1,239,12,4,0,0
165,05/11/2020,22519,0,0,61,2,0,455,15,2672,0,4298,0,13,0,157,306,0,0,0,13614,3,0,2,0,0,1,366,30,0,0,0,3,0,28,2,259,228,4,0,0
166,06/11/2020,20424,0,0,46,1,0,486,6,1731,0,1154,0,17,0,151,241,0,0,0,15650,0,0,9,0,0,0,416,34,0,2,0,9,0,4,1,247,217,2,0,0
167,07/11/2020,17369,0,0,36,0,0,450,5,1675,0,3812,0,14,0,111,241,0,0,0,10088,0,0,4,0,0,1,326,31,0,0,0,4,0,9,0,220,341,1,0,0
168,08/11/2020,15625,0,0,40,0,0,1086,9,1486,0,4002,0,13,1,112,209,0,0,0,7736,0,0,2,0,0,0,397,20,0,2,0,4,0,6,0,157,342,1,0,0
169,09/11/2020,21488,0,0,24,3,0,1438,4,1685,0,3503,0,17,2,134,220,0,0,0,13587,0,1,7,0,0,0,451,26,0,6,0,5,0,46,0,228,100,1,0,0
170,10/11/2020,24768,0,0,63,6,0,660,8,2241,0,4787,0,20,1,132,254,0,0,0,15429,0,1,5,1,0,0,529,16,0,5,0,6,1,26,1,302,272,1,0,1
171,11/11/2020,23990,0,0,44,3,0,591,2,2221,0,4677,1,34,4,146,216,0,0,0,14899,0,0,9,0,0,0,416,40,0,3,0,1,0,29,1,275,376,2,0,0
172,12/11/2020,25246,0,0,44,-1,0,914,9,2212,0,4872,0,22,2,195,229,0,0,0,16001,0,0,7,0,0,0,379,59,0,1,0,9,0,20,2,80,188,1,0,1
173,13/11/2020,9726,0,0,62,3,1,662,13,1213,0,2150,0,45,1,149,142,0,0,0,4583,1,0,4,0,0,0,496,33,0,3,0,5,0,16,0,103,40,1,0,0
174,14/11/2020,17823,0,0,78,0,1,509,7,2119,0,3043,0,30,1,185,188,0,0,0,10430,0,0,7,0,0,0,423,23,0,1,0,5,0,17,1,348,406,1,0,0
175,15/11/2020,17151,0,0,37,-1,1,383,7,1670,0,4904,0,16,0,167,144,0,0,0,8984,0,0,4,0,0,0,336,25,0,0,0,6,0,21,0,215,227,5,0,0
176,16/11/2020,18393,0,0,38,0,1,418,6,1992,0,4722,0,22,1,149,198,0,0,0,9860,0,0,3,0,0,0,371,0,0,1,0,2,0,15,0,249,344,1,0,0
177,17/11/2020,22115,0,0,44,0,0,416,12,1855,0,4791,0,17,0,187,174,0,0,0,13589,0,0,10,0,0,0,559,37,0,3,0,3,0,22,3,292,96,5,0,0
178,18/11/2020,19035,0,0,58,1,0,452,7,2101,0,2241,1,17,0,149,166,0,0,0,12963,0,0,7,0,0,0,466,39,0,4,0,5,0,18,1,242,97,0,0,0
179,19/11/2020,21622,0,0,66,2,0,414,10,2157,0,4491,0,20,-3,150,179,0,0,-1,13140,0,0,3,0,0,0,436,34,0,3,0,3,0,18,1,282,208,7,0,2
180,20/11/2020,19426,0,0,98,1,1,485,6,2017,0,1843,0,17,0,216,164,0,0,0,13558,0,0,8,0,0,0,611,38,0,3,0,3,0,23,3,229,99,1,0,2
181,21/11/2020,16797,0,0,86,0,0,392,10,1665,0,4349,0,21,0,143,127,0,0,0,9003,0,0,1,0,0,0,454,42,0,1,0,2,0,16,0,208,269,7,0,1
182,22/11/2020,12990,0,0,33,0,0,365,5,1458,0,3727,0,15,0,96,127,0,0,0,6439,0,0,5,0,0,0,250,25,0,1,0,3,2,7,0,189,241,1,0,1
183,23/11/2020,20485,0,0,81,2,0,428,8,2265,0,4157,0,14,0,167,156,0,0,0,12218,0,1,2,0,0,0,457,39,0,3,0,5,0,16,0,264,202,0,0,0
184,24/11/2020,20577,0,0,97,1,0,401,9,2276,0,4037,0,10,3,172,204,0,0,0,12154,0,0,3,1,0,2,507,17,0,3,0,5,1,21,0,264,387,2,0,0
185,25/11/2020,20170,0,0,66,1,2,382,11,2353,0,3938,0,17,2,168,184,0,0,-1,11955,0,1,8,0,0,0,392,32,0,5,0,9,0,19,1,259,364,2,0,0
186,26/11/2020,13393,0,0,44,1,0,320,28,1723,0,2370,0,13,1,115,166,0,0,0,7908,0,0,5,0,0,-1,376,21,0,1,0,3,0,15,1,144,137,2,0,0
187,27/11/2020,20066,0,0,58,2,0,461,23,1642,0,1974,0,30,0,224,138,0,1,0,14749,0,0,7,0,0,0,351,58,0,4,0,5,0,16,0,220,99,3,0,1
188,28/11/2020,16721,0,0,91,0,0,407,15,1231,0,4091,0,22,0,140,177,0,0,0,9439,0,0,1,0,0,1,421,45,0,5,0,0,0,18,2,262,350,3,0,0
189,29/11/2020,14098,0,0,54,0,0,338,8,1696,0,3752,0,0,0,139,127,0,0,0,7257,0,0,5,0,0,0,294,31,0,0,0,1,0,17,0,159,217,3,0,0
190,30/11/2020,8851,0,0,57,2,0,387,13,1007,0,1016,0,13,0,175,165,0,0,0,5148,1,0,3,0,0,0,533,32,0,2,0,2,0,22,1,193,79,0,0,0
191,01/12/2020,18069,0,0,90,4,0,370,9,2336,0,4637,0,19,1,104,183,0,0,0,9493,1,0,5,0,0,1,536,58,0,0,0,2,1,18,1,180,16,4,0,0
192,02/12/2020,19485,0,0,91,3,0,363,18,2291,0,4576,1,19,3,174,203,0,0,0,10606,0,1,6,0,0,0,594,53,0,4,0,5,0,34,-1,307,131,2,0,1
193,03/12/2020,20418,0,0,112,1,0,332,13,2032,0,4235,0,18,0,196,184,0,0,0,12533,0,0,4,0,0,0,240,39,0,3,0,2,0,30,1,284,156,2,0,1
194,04/12/2020,12353,0,0,41,1,6,352,12,1901,0,3509,0,18,1,194,176,0,0,0,5241,0,0,5,0,0,0,353,53,0,2,0,4,1,20,3,278,176,5,0,1
195,05/12/2020,16507,0,0,43,0,0,457,8,2093,0,4072,0,13,0,209,154,0,0,0,8272,0,0,0,0,0,0,416,36,0,1,0,2,0,15,1,389,323,2,0,1
196,06/12/2020,13210,0,0,19,0,3,331,4,1534,0,3466,0,12,1,139,125,0,0,0,6846,0,0,5,0,0,1,273,3,0,1,0,3,0,13,0,209,220,2,0,0
197,07/12/2020,15946,0,0,46,4,0,385,5,1935,0,3715,0,16,1,186,156,0,0,0,8732,0,0,3,0,0,0,311,48,0,5,0,5,0,24,1,293,70,5,0,0
198,08/12/2020,20773,0,0,54,5,1,339,8,2007,0,3971,0,15,2,203,207,0,0,0,12590,0,0,9,0,0,0,647,45,0,3,0,6,2,10,3,349,291,5,0,1
199,09/12/2020,21237,0,1,10,3,1,355,13,2147,0,3937,1,6,-1,168,321,0,0,0,13133,0,0,6,0,0,0,554,46,0,3,0,5,0,23,0,281,220,4,0,0
200,10/12/2020,22512,0,0,19,0,2,438,15,1902,0,3789,0,17,1,205,419,0,0,0,14791,0,0,2,0,0,0,524,44,0,4,0,6,1,20,0,209,101,3,0,0
201,11/12/2020,17683,0,0,129,2,0,422,22,1479,0,2366,0,15,0,189,381,0,1,0,11658,0,0,5,0,0,0,659,41,0,4,0,2,0,20,5,223,55,4,0,1
202,12/12/2020,16427,0,0,105,0,0,353,7,1745,0,4512,0,13,0,176,275,0,1,0,8095,0,0,1,0,0,0,585,31,0,1,0,3,0,1,1,254,266,2,0,0
203,13/12/2020,14157,0,0,28,0,1,373,6,1535,0,3746,0,23,0,129,198,0,0,0,7262,0,1,3,0,0,0,384,26,0,2,0,9,0,29,1,185,209,7,0,0
204,14/12/2020,23143,0,0,114,0,0,485,13,1682,0,4430,0,24,-1,166,290,0,1,0,14942,0,0,6,0,0,-1,684,41,0,13,0,0,2,6,1,198,44,2,0,1
205,15/12/2020,22732,0,0,189,3,0,499,23,1802,0,5739,2,24,0,229,395,0,0,0,12984,0,0,5,0,0,0,523,46,0,1,0,3,0,23,0,173,61,6,0,2
206,16/12/2020,22745,0,0,71,7,0,488,12,1981,0,5180,0,10,0,202,277,0,0,0,13542,0,1,6,1,0,1,526,39,0,2,0,7,0,18,0,260,111,3,0,0
207,17/12/2020,21748,0,0,111,1,1,468,13,1690,0,4649,0,23,1,215,219,0,0,0,13474,0,0,2,0,0,0,457,43,0,0,0,3,0,8,1,247,119,2,0,1
208,18/12/2020,19988,0,0,81,3,0,498,12,1110,0,4318,0,21,1,181,219,0,0,0,12526,0,0,9,0,0,0,555,36,0,1,0,1,0,8,0,299,105,4,0,0
209,19/12/2020,15836,0,0,51,2,0,467,8,1656,0,3508,0,8,0,146,146,0,0,0,8879,0,0,1,0,0,-1,436,30,0,1,0,2,0,1,0,253,240,2,0,0
210,20/12/2020,14094,0,0,8,-1,1,409,5,1370,0,3882,0,12,1,136,117,0,0,0,7265,1,0,3,0,0,0,427,14,0,1,0,3,0,10,1,206,221,2,0,0
211,21/12/2020,20732,0,2,36,3,0,478,13,1646,0,4510,0,2,0,180,158,0,0,0,12773,1,0,5,0,0,0,525,26,0,0,0,5,0,9,0,254,104,1,0,1
212,22/12/2020,20650,0,0,25,11,0,504,17,2062,0,3719,0,18,2,168,199,0,0,0,13012,0,0,6,0,0,0,461,37,0,1,0,5,0,4,0,277,117,5,0,0
213,23/12/2020,20084,0,0,97,1,1,505,15,1607,0,4026,0,28,0,201,139,0,0,0,12548,0,1,2,0,0,0,445,46,0,4,0,7,0,10,0,281,116,3,0,1
214,24/12/2020,14658,0,0,46,3,1,375,5,1408,0,2915,1,14,0,101,96,0,0,0,9024,0,0,3,0,0,0,337,26,0,0,0,3,0,0,2,209,87,2,0,0
215,25/12/2020,9363,0,0,11,1,0,257,4,1196,0,1423,0,10,0,99,87,0,0,0,5807,0,0,3,0,0,0,143,18,0,2,0,2,0,5,0,148,143,3,0,1
216,26/12/2020,14465,0,0,35,1,1,364,5,1489,0,3123,0,12,0,106,92,0,1,0,8527,0,0,2,0,0,1,225,33,0,0,0,2,0,5,0,209,231,0,0,1
217,27/12/2020,12827,0,0,9,0,1,390,5,1306,0,3693,0,12,0,99,89,0,0,0,6576,0,0,0,0,0,0,279,32,0,0,0,1,0,1,0,173,155,5,0,1
218,28/12/2020,20119,0,0,59,5,1,424,2,1527,0,4419,0,13,0,126,129,0,0,0,12545,0,0,4,0,0,0,467,32,0,2,0,2,1,1,0,207,150,3,0,0
219,29/12/2020,20844,0,0,99,2,0,426,8,1877,0,4329,0,43,1,144,191,0,0,0,12914,0,0,5,0,0,0,367,28,0,6,0,1,0,9,0,266,130,-3,0,1
220,30/12/2020,20643,0,0,71,1,0,403,17,1414,0,4328,0,20,2,190,160,0,0,-1,13080,0,0,7,0,0,0,607,47,0,2,0,4,0,3,0,196,89,3,0,0
221,31/12/2020,15023,0,1,77,0,2,333,16,897,0,3020,0,15,0,143,112,0,0,0,9742,0,0,4,0,0,0,354,32,0,1,0,3,0,2,0,202,61,6,0,0
222,01/01/2021,6969,0,0,23,0,0,312,7,995,0,1297,0,6,0,100,90,0,0,0,3660,0,0,1,0,0,0,148,14,0,0,0,1,0,2,0,135,173,3,0,2
223,02/01/2021,16006,0,0,89,0,0,403,11,1412,0,5368,0,6,0,127,108,0,0,0,7981,0,0,5,0,0,0,46,19,0,1,0,1,0,1,1,191,232,4,0,0
224,03/01/2021,13618,0,0,26,0,1,393,8,1366,0,4500,0,19,0,112,92,0,0,0,6313,0,0,3,0,0,0,352,26,0,2,0,3,0,16,0,173,211,2,0,0
225,04/01/2021,13237,0,0,18,-1,0,304,6,1069,0,4828,0,12,0,114,116,0,1,0,6355,0,0,0,0,0,0,281,20,0,2,0,0,0,3,1,87,22,-1,0,0
226,05/01/2021,20076,0,0,49,0,1,393,20,1621,0,5272,0,31,0,133,152,0,0,0,11559,0,0,2,0,0,0,500,22,0,2,0,7,0,5,2,243,54,8,0,0
227,06/01/2021,20561,0,0,50,-1,0,396,12,1810,0,4898,0,9,0,136,181,0,0,0,12339,0,0,9,0,0,0,267,32,0,2,0,2,0,9,1,185,222,2,0,0
228,07/01/2021,21463,0,0,32,4,1,484,11,2059,0,4836,0,0,0,163,156,0,0,0,12888,0,1,5,0,0,0,332,28,0,1,0,4,0,9,0,266,182,1,0,0
229,08/01/2021,21063,0,0,51,2,0,456,14,1420,0,5254,0,21,1,146,152,0,1,0,12583,0,0,4,0,0,0,514,44,0,0,0,8,0,5,0,289,97,1,0,0
230,09/01/2021,14110,0,0,42,1,0,378,8,1420,0,5214,0,7,0,124,97,0,0,0,5917,0,0,4,0,0,0,453,30,0,2,0,1,0,1,0,192,217,2,0,0
231,10/01/2021,12821,0,0,38,0,0,367,6,1058,0,4173,0,16,0,83,123,0,0,0,6182,0,1,3,0,0,0,381,24,0,1,0,1,0,4,0,158,197,4,0,1
232,11/01/2021,19727,0,0,59,2,0,363,11,1568,0,5349,0,15,1,128,131,0,0,0,10901,1,0,2,0,0,0,596,30,0,2,0,2,0,7,0,246,310,3,0,0
233,12/01/2021,22283,0,0,66,1,3,416,14,1771,0,5354,0,16,-1,152,141,0,0,0,13309,0,0,5,0,0,0,443,23,0,1,0,1,2,4,0,241,312,8,0,1
234,13/01/2021,22146,0,0,50,2,1,403,10,1885,0,4495,0,10,3,167,155,0,0,0,13842,0,0,3,0,0,0,581,32,0,2,0,1,0,6,0,200,293,4,0,1
235,14/01/2021,23003,0,0,59,0,0,311,12,1467,0,5099,0,25,1,183,159,0,0,0,14426,0,1,7,0,0,0,592,40,0,3,0,3,0,5,1,203,404,2,0,0
236,15/01/2021,19734,0,0,113,2,2,452,22,1094,0,5567,0,13,0,245,134,0,0,0,11199,0,0,5,0,0,0,665,35,0,1,0,2,1,10,1,132,37,1,0,1
237,16/01/2021,18242,0,0,21,0,0,421,5,1610,0,5396,0,9,0,174,142,0,0,0,9406,2,0,1,0,0,0,560,39,0,1,0,4,0,4,2,199,243,3,0,0
238,17/01/2021,12692,0,0,8,0,0,313,7,1161,0,4334,0,14,0,103,68,0,0,0,5830,0,0,9,0,0,1,445,16,0,0,0,1,0,-1,0,191,189,2,0,1
239,18/01/2021,19298,0,0,14,1,0,376,10,1376,0,5413,1,14,-1,124,157,0,0,0,10804,0,0,2,0,0,0,336,26,0,1,0,6,0,-3,0,249,389,2,0,1
240,19/01/2021,24703,0,0,35,3,1,337,4,1916,0,4867,0,15,2,141,216,0,1,0,16017,0,0,5,0,0,0,489,25,0,1,0,2,0,8,1,252,359,6,0,0
241,20/01/2021,23261,0,0,28,2,0,365,9,1881,0,4682,0,12,1,192,192,0,0,0,15022,0,0,6,0,0,0,270,25,0,4,0,3,0,0,0,235,329,3,0,0
242,21/01/2021,23012,0,0,36,1,1,395,8,1842,0,4480,1,9,1,162,153,0,0,0,14953,0,1,5,0,0,0,318,27,0,1,0,4,0,-1,0,282,328,5,0,0
243,22/01/2021,25021,0,0,70,1,0,361,7,1393,0,4290,0,8,1,150,139,0,0,0,17945,0,0,6,0,0,0,358,35,0,1,0,0,0,3,1,263,-14,2,0,1
244,23/01/2021,17251,0,0,40,1,0,378,11,1406,0,4307,0,9,0,179,114,0,0,0,10042,0,1,7,0,0,-1,285,20,0,2,0,1,0,-2,0,211,239,1,0,0
245,24/01/2021,12548,0,0,34,0,1,355,3,1137,0,3683,0,13,0,121,80,0,0,0,6445,0,0,2,0,0,0,292,23,0,0,0,1,0,1,0,160,193,3,0,1
246,25/01/2021,22869,0,0,39,0,2,416,12,1738,0,4800,0,12,0,144,140,0,0,0,14375,0,0,5,0,0,0,554,36,0,1,0,0,0,17,0,201,372,5,0,0
247,26/01/2021,24661,0,0,84,1,0,375,15,1917,0,4385,0,13,2,144,162,0,0,0,16519,1,0,6,0,0,2,361,30,0,2,0,5,0,19,1,245,365,6,0,1
248,27/01/2021,23864,0,0,61,0,0,411,10,1992,0,4257,0,4,0,161,131,0,0,0,15628,2,0,3,0,0,0,589,23,0,3,0,3,1,15,0,209,354,6,0,1
249,28/01/2021,24093,0,0,73,3,2,407,10,1590,0,4251,0,25,3,168,149,0,0,0,16225,1,0,1,0,0,0,532,32,0,2,0,3,0,17,0,232,361,6,0,0
250,29/01/2021,5927,0,0,112,0,3,424,13,881,0,4421,0,34,0,276,120,0,0,0,-1165,0,0,5,0,0,0,477,35,0,4,0,3,0,-1,0,163,123,-1,0,0
251,30/01/2021,17722,0,0,66,1,3,453,10,1657,0,4461,0,12,0,169,142,0,0,0,9706,0,0,2,0,0,0,431,26,0,1,0,3,0,7,2,272,293,4,0,1
252,31/01/2021,12944,0,0,63,2,0,350,9,1280,0,3786,0,9,1,129,110,0,0,0,6360,0,0,2,0,0,0,380,32,0,4,0,3,0,4,0,196,218,6,0,0
253,01/02/2021,15777,0,0,48,0,0,391,10,1543,0,4938,0,10,0,128,122,0,0,0,7495,1,0,2,0,0,1,540,31,0,1,0,4,0,5,0,239,266,2,0,0
254,02/02/2021,20950,0,1,118,3,0,419,9,1157,0,4629,0,11,0,165,142,0,0,0,13070,0,1,5,0,0,-1,513,43,0,2,0,2,0,17,0,284,356,3,0,1
255,03/02/2021,23741,0,0,129,1,1,377,3,1682,0,4510,0,14,0,141,142,0,1,0,15531,0,0,8,0,0,1,562,46,0,4,0,5,0,27,1,259,294,1,0,1
256,04/02/2021,22444,0,0,143,2,0,445,5,1412,0,4330,0,21,-1,142,122,0,0,0,14643,0,0,4,0,0,-1,528,28,0,2,0,2,0,14,1,223,370,8,0,1
257,05/02/2021,21225,0,1,85,2,0,471,8,1247,0,4198,0,8,1,172,112,0,0,0,13719,0,1,5,0,0,1,515,32,0,2,0,3,0,11,0,273,347,9,0,2
258,06/02/2021,15732,0,0,96,0,2,421,8,1462,0,4428,0,13,0,110,109,0,0,0,8103,0,0,4,0,0,0,553,-1,0,1,0,1,0,10,1,195,213,3,0,0
259,07/02/2021,11807,0,0,45,0,0,355,3,1195,0,3568,0,6,0,96,89,0,0,0,5356,0,0,3,0,0,0,757,0,0,1,0,0,0,11,1,132,185,3,0,1
260,08/02/2021,19991,0,-1,87,1,0,402,7,1568,0,4750,0,10,2,209,140,0,0,0,11359,0,0,4,0,0,0,855,21,0,1,0,1,0,8,1,246,307,12,0,1
261,09/02/2021,18837,0,0,132,3,0,382,12,1570,0,4459,0,13,0,175,191,0,0,0,10447,0,1,5,0,0,0,829,44,0,5,0,5,0,33,1,222,303,5,0,0
262,10/02/2021,18137,0,0,182,1,1,397,8,1761,0,4253,0,11,0,241,185,0,0,0,10024,0,1,2,0,0,0,428,35,0,2,0,4,0,20,0,255,322,4,0,0
263,11/02/2021,18129,0,0,145,1,0,341,8,1899,0,4186,0,14,2,225,153,0,0,0,9955,0,0,2,0,0,0,551,27,0,0,0,0,0,8,1,278,329,4,0,0
264,12/02/2021,17051,0,0,150,8,6,371,15,1519,0,4154,0,23,1,258,214,0,0,0,9021,0,0,7,0,0,1,649,37,0,0,0,0,1,14,0,225,368,8,0,1
265,13/02/2021,13961,0,0,78,0,0,314,7,1526,0,4670,0,27,0,135,157,0,0,0,6150,0,0,3,0,0,0,393,23,0,1,0,4,0,8,0,254,206,4,0,1
266,14/02/2021,9299,0,0,26,0,0,253,3,1208,0,3464,0,20,0,123,96,0,0,0,3329,0,0,3,0,0,0,419,17,0,2,0,1,0,0,0,167,169,-1,0,0
267,15/02/2021,17343,0,0,124,1,1,337,16,935,0,4968,0,23,2,199,167,0,0,0,9341,0,0,5,0,0,0,620,34,0,1,0,3,0,10,0,218,339,-1,0,0
268,16/02/2021,17577,0,0,106,3,0,347,13,1552,0,4877,0,22,0,210,178,0,0,0,8832,0,1,6,0,0,0,804,29,0,0,0,4,0,22,1,272,297,0,0,1
269,17/02/2021,14155,0,0,164,3,1,345,11,1931,0,1988,0,19,0,234,146,0,0,0,8018,2,0,2,0,0,0,669,38,0,3,0,2,0,4,0,240,328,5,0,2
270,18/02/2021,13827,0,0,132,2,3,374,7,1753,0,1616,0,7,0,216,161,0,0,0,8234,0,1,1,0,0,0,711,20,0,1,0,2,0,8,0,267,306,5,0,0
271,19/02/2021,16566,0,0,94,1,1,356,9,1627,0,4376,0,15,2,209,139,0,0,0,8372,0,0,6,0,0,0,703,25,0,4,0,1,0,10,0,294,318,3,0,1
272,20/02/2021,12798,0,0,105,1,0,327,9,1259,0,4552,0,10,0,166,111,0,0,0,5471,0,0,2,0,0,1,359,16,0,2,0,0,0,10,0,181,212,4,0,0
