,fecha,total_cuentas_validadas,ABC_capital,banco_actinver,banca_afirme,opciones_empresariales_del_Noreste,banco_autofin_méxico,banco_azteca,banco_del_bajío,banco_nacional_de_méxico,Banco_ahorro_Famsa,bancoppel,banco_bancrea,banco_nacional_del_ejército_fuerza_aérea_y_armada,bankaool,banco_mercantil_del_norte,banco_regional,banco_del_ahorro_nacional_y_servicios_financieros,bansi,banco_base,bbva_bancomer,banco_monex,cibanco,banco_compartamos,consubanco,fundación_dondé_banco,fincomún_servicios_financieros_comunitarios,hsbc_méxico,banco_inbursa,banco_inmobiliario_mexicano,intercam_banco,banco_invex,banca_mifel,banco_multiva,banco_pagatodo,banco_sabadell,banco_santander,scotiabank_inverlat,sistema_de_transferencias_y_pagos_stp,operadora_de_pagos_móviles_de_méxico,banco_ve_por_Mas
273,21/02/2021,10354,0,0,97,0,0,296,7,609,0,3635,0,7,0,130,105,0,0,0,4401,0,0,6,0,0,0,672,31,0,0,0,1,0,13,0,155,188,1,0,0
274,22/02/2021,17016,0,0,107,0,0,364,10,1492,0,4940,0,18,0,176,156,0,0,0,8483,0,0,6,0,0,0,742,33,0,2,0,2,0,8,3,247,224,3,0,0
275,23/02/2021,17505,0,0,113,0,0,353,17,2062,0,4431,0,7,0,226,197,0,0,0,8613,0,0,4,0,0,0,921,34,0,0,0,3,0,18,2,251,245,7,0,1
276,24/02/2021,16691,0,0,129,0,0,341,17,1958,0,4071,0,14,0,254,157,0,0,0,8464,0,0,2,0,0,0,760,24,0,2,0,2,0,26,1,205,263,1,0,0
277,25/02/2021,16827,0,0,138,0,0,372,14,1714,0,4065,0,14,0,218,135,0,0,0,8673,0,0,12,0,0,1,843,26,0,0,0,3,0,16,3,223,354,3,0,0
278,26/02/2021,11279,0,0,98,-1,0,337,12,907,0,3034,0,22,0,223,121,0,0,0,5349,0,0,4,0,0,0,653,37,0,2,0,6,1,2,1,146,321,3,0,1
279,27/02/2021,12783,0,0,196,0,1,340,12,1544,0,4812,0,23,0,182,137,0,0,0,4414,0,0,3,0,0,0,601,34,0,1,0,0,1,6,0,227,246,2,0,1
280,28/02/2021,12025,0,0,79,0,0,334,10,1430,0,3817,0,10,0,132,116,0,0,0,5082,0,0,2,0,0,1,617,22,0,1,0,0,1,12,0,168,189,2,0,0
281,01/03/2021,11869,0,0,87,0,2,388,17,867,0,4980,0,18,1,208,150,0,0,0,3797,0,1,3,0,0,-1,798,31,0,1,0,2,1,24,1,260,230,3,0,0
282,02/03/2021,16371,0,0,143,0,3,377,17,1838,0,4300,0,14,2,138,193,0,0,0,7962,1,0,2,0,0,0,768,21,0,0,0,2,0,21,0,258,305,5,0,1
283,03/03/2021,16311,0,0,153,0,1,341,12,1714,0,4312,0,14,0,97,161,0,0,0,8185,1,0,5,0,0,0,705,30,0,3,0,6,1,16,0,253,298,3,0,0
284,04/03/2021,15349,0,0,126,0,0,314,16,1716,0,3985,0,6,0,228,137,0,1,0,7630,0,0,7,0,0,0,661,30,0,2,0,1,0,18,1,165,305,0,0,0
285,05/03/2021,14789,0,0,153,0,0,346,16,1296,0,3658,1,-2,1,214,152,0,0,0,7765,0,0,10,0,0,0,614,31,0,3,0,1,0,0,0,232,295,3,0,0
286,06/03/2021,16646,0,0,81,0,0,317,9,1459,0,3992,0,0,1,207,113,0,1,0,9459,0,0,3,0,0,0,553,25,0,0,0,1,0,12,0,216,191,5,0,1
287,07/03/2021,10551,0,0,39,0,0,249,5,1331,0,3190,0,-1,0,115,105,0,0,0,4431,0,0,3,0,0,0,723,16,0,3,0,1,0,18,0,160,161,2,0,0
288,08/03/2021,15324,0,0,113,4,0,298,4,1702,0,3950,0,-1,0,147,127,0,0,0,7431,0,0,3,0,0,0,965,30,0,5,0,1,1,14,0,254,270,5,0,1
289,09/03/2021,15687,0,0,182,3,1,288,10,1752,0,3874,0,11,1,171,145,0,0,0,7795,0,0,5,0,0,0,882,26,0,1,0,1,0,20,0,220,289,9,0,1
290,10/03/2021,14938,0,0,204,3,2,257,9,1696,0,3285,0,12,1,205,143,0,0,0,7804,0,0,3,0,0,0,713,34,0,3,0,3,0,14,0,241,297,9,0,0
291,11/03/2021,13781,0,0,113,4,-1,246,6,1489,0,3771,1,23,0,185,111,0,0,0,7637,0,0,2,1,0,0,-353,32,0,1,0,4,0,16,0,201,288,1,0,3
292,12/03/2021,4367,0,0,145,0,0,333,13,1196,0,3858,0,15,0,229,103,0,1,0,-2491,0,0,7,0,0,1,366,37,0,0,0,4,0,9,2,194,340,4,0,1
293,13/03/2021,13629,0,0,148,0,0,256,19,1579,0,3935,0,13,0,172,117,0,0,0,6260,0,0,1,0,0,0,661,0,0,1,0,4,0,10,0,220,231,0,0,2
294,14/03/2021,10464,0,0,47,0,0,258,7,1197,0,3056,0,14,0,121,89,0,0,0,4655,0,2,4,0,0,0,640,22,0,0,0,1,1,9,0,183,149,9,0,0
295,15/03/2021,13864,0,0,58,0,1,268,6,1552,0,4482,0,19,1,160,91,0,0,0,5982,0,0,6,0,0,0,764,32,0,0,0,2,0,1,0,220,216,2,0,1
296,16/03/2021,16222,0,0,153,2,1,288,10,1111,0,4202,0,19,4,450,134,0,0,0,8209,0,0,7,0,0,0,971,37,0,2,0,4,0,13,0,280,321,4,0,0
297,17/03/2021,14962,0,0,59,2,1,236,6,1718,0,3464,0,9,1,241,124,0,1,0,7905,0,0,3,0,0,0,514,51,0,1,0,2,0,15,0,289,315,3,0,2
298,18/03/2021,15014,0,0,44,4,1,260,6,1660,0,3882,0,16,3,196,122,0,6,0,7641,0,0,10,0,0,0,544,28,0,1,0,4,-1,19,0,247,319,2,0,0
299,19/03/2021,14634,0,0,78,3,1,273,10,1030,0,3654,0,18,1,327,124,0,1,0,7796,0,1,4,0,0,0,671,40,0,1,0,3,0,19,0,240,334,5,0,0
300,20/03/2021,11963,0,0,22,0,2,226,5,1425,0,3631,0,2,0,185,90,0,0,0,5540,0,0,2,0,0,0,441,24,0,2,0,2,1,8,2,145,204,4,0,0
301,21/03/2021,10738,0,0,35,0,0,245,3,1205,0,3155,0,14,0,176,98,0,0,0,5067,0,1,1,0,0,0,423,22,0,1,0,0,0,9,0,125,156,2,0,0
302,22/03/2021,18979,0,0,63,2,2,215,6,1466,0,3858,1,15,1,236,127,0,0,0,11724,0,0,4,0,0,-1,702,33,0,5,0,4,0,13,2,247,252,1,0,1
303,23/03/2021,26413,0,0,61,0,1,224,6,2203,0,3848,0,10,0,240,189,0,0,0,18146,0,0,7,0,0,-1,689,35,0,3,0,2,2,15,3,256,472,2,0,0
304,24/03/2021,16911,0,0,90,1,2,257,13,1927,0,3706,0,9,2,215,147,0,1,0,9400,0,1,5,0,0,0,467,28,0,5,0,1,1,14,1,235,379,4,0,0
305,25/03/2021,17070,0,0,121,1,1,277,10,1890,0,3460,0,8,1,329,136,0,0,0,9838,1,0,4,0,0,1,433,33,0,3,0,1,0,7,1,186,328,0,0,0
306,26/03/2021,15627,0,0,200,1,1,262,10,937,0,3460,0,12,0,242,137,0,0,0,8801,1,1,5,0,0,0,905,41,0,3,0,3,1,17,1,216,365,5,0,0
307,27/03/2021,13240,0,0,138,0,0,242,7,1608,0,3335,0,19,0,159,117,0,0,0,6390,0,0,3,0,0,0,732,28,0,1,0,3,0,17,1,215,224,1,0,0
308,28/03/2021,11024,0,0,40,0,0,211,4,1365,0,2901,0,16,0,126,90,0,0,0,5199,0,0,4,1,0,0,762,17,0,2,0,0,0,10,0,139,135,1,0,1
309,29/03/2021,16315,0,0,133,1,1,235,11,1677,0,3764,0,23,2,242,111,0,0,0,8909,0,0,7,0,0,0,602,38,0,3,0,3,1,13,0,239,295,5,0,0
310,30/03/2021,7286,0,0,313,1,1,279,11,1978,0,3920,1,25,2,252,162,0,0,0,-1237,0,1,8,0,0,0,850,40,0,0,0,1,0,17,1,276,381,3,0,0
311,31/03/2021,12332,0,0,278,6,1,248,5,1305,0,3065,0,34,1,317,133,0,0,0,5402,1,0,9,0,0,0,891,42,0,1,0,0,1,10,0,227,350,5,0,0
312,01/04/2021,14608,0,0,237,0,1,264,6,2078,0,3831,0,16,0,235,109,0,0,0,6536,0,1,2,0,0,0,678,33,0,2,0,2,0,18,1,222,332,2,0,2
313,02/04/2021,11618,0,1,67,2,0,221,6,1596,0,3151,0,16,0,165,88,0,0,0,5300,0,0,1,0,0,2,497,22,0,1,0,4,1,16,1,194,264,2,0,0
314,03/04/2021,11411,0,0,49,0,0,217,11,1384,0,3104,0,9,2,167,78,0,0,0,5261,0,0,3,0,0,0,793,21,0,1,0,1,0,10,0,155,145,0,0,0
315,04/04/2021,9858,0,0,20,0,0,206,5,1065,0,2613,0,9,0,122,78,0,0,0,4614,0,0,3,0,0,0,829,25,0,1,0,0,0,4,1,133,128,2,0,0
316,05/04/2021,13399,0,0,129,1,0,254,3,1364,0,3857,0,17,1,353,132,0,0,0,5859,0,0,3,0,0,0,855,23,0,2,0,2,0,24,0,201,316,3,0,0
317,06/04/2021,16699,0,0,171,1,1,261,5,1946,0,3899,0,13,0,265,131,0,0,0,8226,0,0,4,0,0,0,1180,42,0,3,0,1,1,19,1,236,289,4,0,0
318,07/04/2021,16474,0,0,236,1,1,249,6,2003,0,3596,0,15,1,185,143,0,0,0,8574,0,0,3,0,0,1,886,40,0,2,0,0,1,9,0,205,312,5,0,0
319,08/04/2021,15533,0,0,176,1,0,237,8,1716,0,3444,0,13,0,190,140,0,0,0,8157,0,0,5,0,0,1,884,33,0,2,0,2,0,7,0,220,294,2,0,1
320,09/04/2021,14575,0,0,140,1,2,272,12,1072,0,3488,0,14,0,178,188,0,2,0,7766,1,0,4,0,0,0,812,43,0,0,0,2,0,17,0,208,350,2,0,1
321,10/04/2021,12228,0,0,48,0,1,217,9,1580,0,3340,0,5,1,134,118,0,0,0,6107,0,0,0,0,0,0,258,23,0,2,0,2,0,8,0,188,186,1,0,0
322,11/04/2021,10169,0,0,27,0,0,217,6,1135,0,2957,0,11,0,103,97,0,1,0,4888,0,0,3,0,0,0,408,17,0,0,0,0,0,7,1,130,161,0,0,0
323,12/04/2021,14595,0,0,52,0,0,261,6,1480,0,3829,0,11,0,151,102,0,0,0,7601,0,0,1,0,0,0,621,20,0,1,0,3,0,6,2,188,257,2,0,1
324,13/04/2021,16186,0,0,54,0,0,203,7,1830,0,3616,0,10,0,172,99,0,1,0,9027,1,0,2,0,0,0,581,37,0,3,0,0,0,8,0,237,292,6,0,0
325,14/04/2021,16716,0,0,67,0,0,233,9,1710,0,3682,0,26,0,202,138,0,2,0,9532,0,0,9,0,0,0,492,34,0,1,0,1,1,8,1,236,330,2,0,0
326,15/04/2021,16451,0,0,87,0,0,276,22,1377,0,3509,0,24,0,212,129,0,0,0,9562,0,0,4,0,0,0,592,43,0,-1,0,1,0,0,0,283,329,2,0,0
327,16/04/2021,17161,0,0,72,3,0,267,18,1411,0,3881,0,22,1,194,127,0,1,0,9920,0,0,3,0,0,0,664,35,0,1,0,0,0,4,1,259,274,3,0,0
328,17/04/2021,12500,0,0,34,0,0,272,8,1451,0,3676,0,19,0,166,78,0,0,0,6192,0,0,3,0,0,0,382,29,0,-1,0,1,0,6,0,196,-16,4,0,0
329,18/04/2021,9872,0,0,23,1,0,220,1,1165,0,3074,0,8,0,98,100,0,0,0,4638,0,0,1,0,0,0,351,16,0,0,0,0,0,0,0,185,-10,1,0,0
330,19/04/2021,15773,0,0,40,2,0,259,13,1481,0,3706,0,10,0,127,122,0,0,0,9005,0,0,4,1,0,1,486,31,0,2,0,1,0,7,0,307,166,2,0,0
331,20/04/2021,16116,0,0,67,1,0,229,8,1762,0,3459,0,10,1,154,111,0,0,0,9362,0,0,3,0,0,2,490,32,0,1,0,1,0,8,0,207,204,4,0,0
332,21/04/2021,16142,0,0,54,1,0,192,5,1802,0,3598,0,1,1,155,90,0,0,0,9305,0,0,6,0,0,0,413,33,0,0,0,1,0,1,2,212,266,4,0,0
333,22/04/2021,16325,0,0,68,6,1,216,10,1750,0,3319,0,15,5,178,130,0,0,0,9297,1,0,2,0,0,0,757,26,0,2,0,0,0,10,0,225,299,8,0,0
334,23/04/2021,15141,0,0,53,2,0,54,17,1519,0,2915,0,12,-1,176,88,0,0,0,9325,1,0,6,0,0,1,505,26,0,3,0,2,0,3,0,211,220,1,0,2
335,24/04/2021,11707,0,1,39,0,0,290,9,1437,0,3243,0,7,0,121,81,0,0,0,5650,0,0,2,0,0,0,432,28,0,0,0,0,0,5,0,177,181,3,0,1
336,25/04/2021,9588,0,1,18,-1,0,261,7,1177,0,2836,0,4,1,114,85,0,0,0,4459,0,1,2,0,0,0,350,25,0,1,0,0,0,6,0,116,122,3,0,0
337,26/04/2021,15432,0,1,42,0,0,368,7,1642,0,3705,0,10,2,139,114,0,0,0,8355,0,0,0,0,0,0,569,30,0,3,0,3,0,7,1,169,260,4,0,1
338,27/04/2021,17047,0,0,114,0,0,324,9,2207,0,3563,0,6,1,121,124,0,0,0,9566,0,0,4,0,0,0,531,28,0,2,0,2,0,9,1,180,250,4,0,1
339,28/04/2021,16828,0,1,93,0,0,334,6,1703,0,3537,0,26,0,135,139,0,0,0,9980,0,0,3,0,0,0,380,37,0,2,0,4,0,3,1,163,280,1,0,0
340,29/04/2021,16765,0,0,137,0,1,342,17,1344,0,3561,0,18,1,168,123,0,0,0,9778,0,0,7,0,0,0,711,41,0,3,0,2,0,4,1,204,296,6,0,0
341,30/04/2021,15234,0,0,159,0,0,353,24,1029,0,3162,0,17,1,223,41,0,0,0,8939,0,1,3,0,0,1,792,32,0,2,0,3,0,3,2,261,183,2,0,1
342,01/05/2021,12249,0,0,70,0,0,350,14,1633,0,3676,0,12,2,147,107,0,0,0,5511,0,0,4,2,0,0,248,22,0,0,0,1,0,10,0,207,224,8,0,1
343,02/05/2021,11333,0,0,40,0,0,269,5,1270,0,3013,0,14,0,130,90,0,0,0,5541,0,1,4,0,0,0,595,22,0,0,0,0,0,4,0,175,158,1,0,1
344,03/05/2021,16287,0,0,54,0,0,358,13,1330,0,4000,0,14,0,163,127,0,0,0,9250,0,0,5,0,0,0,508,31,0,4,0,1,0,7,0,192,227,2,0,1
345,04/05/2021,15075,0,0,118,0,0,278,10,1623,0,3664,0,15,0,141,131,0,0,0,8109,0,0,9,1,0,0,481,26,0,0,0,1,0,11,0,195,262,0,0,0
346,05/05/2021,15389,0,0,137,0,0,295,5,1601,0,3585,0,8,1,140,104,0,0,0,7675,1,1,7,0,0,0,1317,31,0,2,0,3,0,7,1,198,268,2,0,0
347,06/05/2021,14028,0,0,107,0,0,299,13,1459,0,3396,0,16,-2,165,93,0,0,0,7424,0,0,4,0,0,0,529,41,0,5,0,2,0,9,0,184,277,6,0,1
348,07/05/2021,14287,0,0,75,0,0,292,9,1312,0,3613,0,6,0,181,54,0,0,0,7743,0,2,7,0,0,0,480,40,0,2,0,1,0,8,0,204,255,2,0,1
349,08/05/2021,12053,0,0,59,0,0,285,14,1358,0,3336,0,16,0,132,35,0,0,0,5969,0,0,5,0,0,0,490,18,0,2,0,0,0,9,1,153,168,1,0,2
350,09/05/2021,9933,0,0,34,0,0,252,9,1182,0,3105,0,17,1,106,42,0,0,0,4494,0,0,4,0,0,0,342,24,0,1,0,3,0,1,0,168,142,6,0,0
351,10/05/2021,12089,0,0,30,0,0,287,3,1399,0,2184,0,13,0,123,48,0,0,0,7205,0,0,3,0,0,0,413,34,0,7,0,0,0,1,2,189,143,5,0,0
352,11/05/2021,13890,0,0,49,-1,0,273,5,1310,0,3587,0,23,1,129,44,0,0,0,7453,1,1,4,0,0,0,586,23,0,2,0,1,0,7,0,162,225,4,0,1
353,12/05/2021,14346,0,0,0,0,0,276,17,1672,0,3626,0,34,0,108,42,0,0,0,7569,0,1,3,0,0,0,577,30,0,3,0,0,0,11,0,179,192,6,0,0
354,13/05/2021,12481,0,0,66,0,0,290,19,1205,0,2826,0,32,2,149,46,0,0,0,6592,0,1,4,0,0,0,779,23,0,1,0,4,0,-3,0,192,247,4,0,2
355,14/05/2021,15753,0,1,125,-1,0,337,18,1042,0,4168,0,36,6,198,56,0,0,0,8478,0,0,5,0,0,0,634,45,0,1,0,3,0,7,0,310,282,0,0,2
356,15/05/2021,12006,0,0,112,0,0,272,13,1522,0,3508,0,35,2,160,49,0,0,0,5485,0,1,2,0,0,0,431,26,0,0,0,1,0,2,0,210,174,1,0,0
357,16/05/2021,10499,0,0,33,0,0,276,9,1120,0,3559,0,15,1,104,33,0,0,0,4633,0,0,5,0,0,0,415,31,0,0,0,2,0,5,0,127,128,3,0,0
358,17/05/2021,15128,0,0,68,0,2,335,8,1320,0,4244,0,30,0,97,43,0,0,0,7629,0,0,7,0,0,0,790,30,0,3,0,-1,0,5,1,256,260,1,0,0
359,18/05/2021,14072,0,0,45,-2,0,272,5,1613,0,3919,0,16,0,133,45,0,0,0,7079,0,0,3,0,0,0,479,30,0,0,0,2,0,6,0,203,220,4,0,0
360,19/05/2021,13922,0,0,59,0,1,272,7,1853,0,3533,0,19,0,137,49,0,0,0,6983,0,3,5,0,0,0,522,24,0,1,0,1,0,9,0,192,247,5,0,0
361,20/05/2021,14067,0,0,97,0,0,295,7,1665,0,3500,0,15,1,158,46,0,0,0,7095,0,0,9,0,0,0,669,31,0,3,0,1,0,16,0,244,209,6,0,0
362,21/05/2021,13642,0,0,84,0,2,263,9,1324,0,3519,1,15,0,194,52,0,0,0,7051,0,1,8,0,0,0,662,32,0,2,0,4,0,3,1,198,215,2,0,0
363,22/05/2021,10552,0,0,52,0,0,248,8,1295,0,3224,0,12,0,113,40,0,0,0,4796,0,0,1,0,0,0,401,29,0,0,0,0,0,6,0,177,142,8,0,0
364,23/05/2021,8962,0,0,75,0,0,265,5,1121,0,2861,0,9,0,86,39,0,0,0,3836,0,1,3,0,0,-1,377,21,0,1,0,1,0,1,0,144,116,1,0,0
365,24/05/2021,13539,0,0,39,0,2,268,9,1290,0,3660,0,11,0,195,45,0,0,0,6971,1,0,8,0,0,0,569,37,0,1,0,1,0,5,0,177,248,1,0,1
366,25/05/2021,13201,0,0,55,0,0,249,7,1421,0,3421,1,15,0,170,57,0,0,0,6709,0,0,5,1,0,0,583,36,0,3,0,3,0,1,1,205,256,0,0,2
367,26/05/2021,13522,0,0,68,0,0,267,11,1428,0,3484,0,19,-1,149,30,0,1,0,7097,2,0,3,0,0,1,491,31,0,0,0,0,0,2,0,201,233,5,0,0
368,27/05/2021,13840,0,0,70,-1,0,272,5,1685,0,2909,0,12,1,137,59,0,0,0,7601,0,0,6,0,0,1,512,45,0,1,0,3,0,2,1,245,269,5,0,0
369,28/05/2021,14805,0,0,77,0,0,300,11,1267,0,3406,0,24,0,196,91,0,0,0,8450,0,0,3,0,0,0,381,41,0,3,0,4,0,6,1,313,226,5,0,0
370,29/05/2021,12100,0,0,45,0,0,269,8,1402,0,3463,0,23,0,136,50,0,0,0,5849,0,0,2,0,0,2,347,36,0,1,0,2,0,5,2,233,224,1,0,0
371,30/05/2021,10377,0,0,26,0,0,267,5,1178,0,2969,0,6,0,94,40,0,0,0,5003,0,0,3,0,0,0,380,26,0,1,0,0,0,7,0,203,163,5,0,1
372,31/05/2021,15746,0,0,49,0,0,271,9,881,0,3897,0,15,0,168,47,0,0,0,9256,0,0,7,0,0,1,552,32,0,4,0,2,0,7,1,385,156,5,0,1
373,01/06/2021,12511,0,0,102,0,0,289,14,1424,0,3679,0,16,0,151,53,0,0,0,5850,0,0,4,0,0,1,396,40,0,0,0,1,0,11,0,205,271,4,0,0
374,02/06/2021,12828,0,0,67,0,-1,22,11,1403,0,3411,0,16,0,158,49,0,0,0,6781,0,0,4,0,0,0,426,27,0,2,0,2,0,6,1,184,259,0,0,0
375,03/06/2021,13239,0,0,70,0,0,265,9,1490,0,3353,0,15,0,154,53,0,1,0,6821,0,0,3,0,0,1,486,27,0,0,0,3,0,10,0,216,256,3,0,3
376,04/06/2021,12973,0,1,99,0,1,314,7,1095,0,3444,0,16,6,139,57,0,0,0,6876,0,0,5,0,0,0,389,30,0,1,0,2,0,17,1,205,265,3,0,0
377,05/06/2021,10781,0,0,59,0,0,310,6,1360,0,3093,0,12,0,125,52,0,0,0,5112,0,2,3,0,0,2,267,24,0,0,0,2,0,9,0,148,191,4,0,0
378,06/06/2021,7532,0,0,29,0,0,316,4,908,0,2268,0,3,0,76,40,0,0,0,3448,0,0,2,0,0,0,181,7,0,0,0,0,0,2,0,145,98,5,0,0
379,07/06/2021,12844,0,0,75,0,0,682,7,1317,0,3520,0,10,0,117,46,0,1,0,6297,0,0,2,2,0,1,371,19,0,3,0,2,0,9,0,150,211,2,0,0
380,08/06/2021,12095,0,0,75,2,1,449,3,1276,0,3414,0,14,1,96,53,0,0,0,5968,2,0,2,0,0,0,352,24,0,0,0,2,0,5,1,149,202,4,0,0
381,09/06/2021,11866,0,0,68,4,0,330,6,1336,0,2976,0,8,0,127,51,0,0,0,6160,0,1,4,0,0,1,360,25,0,0,0,2,0,1,0,171,232,2,0,1
382,10/06/2021,12530,0,0,116,5,0,310,2,1405,0,3322,0,10,1,105,52,0,0,0,6364,0,0,3,0,0,0,346,35,0,-2,0,1,0,8,0,201,244,2,0,0
383,11/06/2021,12580,0,1,90,2,0,318,14,1245,0,3204,0,11,1,146,49,0,0,0,6572,0,0,5,0,0,0,385,41,0,-1,0,2,0,6,0,234,252,3,0,0
384,12/06/2021,10499,0,0,44,3,0,266,2,1238,0,3054,0,8,0,104,50,0,0,0,4952,0,0,1,0,0,0,380,29,0,0,0,1,0,11,0,176,174,5,0,1
385,13/06/2021,8922,0,0,18,2,0,278,2,1084,0,2822,0,19,0,99,25,0,0,0,3943,0,0,1,0,0,0,359,21,0,1,0,0,0,-3,0,131,115,4,0,1
386,14/06/2021,13426,0,0,70,8,1,319,12,1191,0,3370,-1,25,0,187,50,0,0,0,7168,0,0,4,0,0,0,571,36,1,1,0,2,0,8,0,223,179,1,0,0
387,15/06/2021,10322,0,0,81,3,1,342,9,1121,0,1511,0,21,2,217,62,0,0,0,6009,0,1,5,0,0,1,467,38,1,-2,0,7,0,2,1,114,305,3,0,0
388,16/06/2021,11229,0,0,83,1,0,291,9,1158,0,2230,1,23,-1,148,47,0,0,0,6195,0,1,7,1,0,0,468,35,0,3,0,1,0,7,1,209,301,8,0,2
389,17/06/2021,13114,0,0,137,2,0,139,5,1586,0,4321,0,21,1,166,58,0,0,0,5477,0,0,4,0,0,0,656,45,0,1,0,2,0,4,0,212,273,4,0,0
390,18/06/2021,11455,0,0,43,4,0,308,11,1142,0,3079,0,25,1,171,51,0,1,0,5619,0,0,5,0,0,0,489,26,0,1,0,3,0,9,0,211,251,5,0,0
391,19/06/2021,9565,0,0,55,1,0,321,13,1333,0,2825,0,14,0,127,41,0,0,0,4140,0,0,1,0,0,2,331,24,0,0,0,2,0,2,0,179,152,2,0,0
392,20/06/2021,7877,0,0,7,0,0,251,3,774,0,2160,0,15,0,111,29,0,0,0,3906,0,0,0,1,0,0,358,13,0,1,0,0,0,2,0,126,117,3,0,0
393,21/06/2021,11713,0,0,44,5,0,302,8,1472,0,2675,0,11,2,176,52,0,0,-1,5902,0,1,4,0,0,0,619,26,0,2,0,3,0,3,1,173,228,5,0,0
394,22/06/2021,12595,0,0,32,1,1,322,5,2084,0,3237,1,9,0,169,59,0,0,0,5561,0,0,6,0,0,0,595,37,0,4,0,1,0,12,0,221,232,6,0,0
395,23/06/2021,12195,0,0,49,2,0,312,11,2055,0,2837,1,13,1,178,62,0,0,0,5690,0,0,7,0,2,0,502,37,0,5,0,0,0,4,0,185,239,3,0,0
396,24/06/2021,11862,0,0,61,0,0,311,6,2016,0,2619,0,8,0,173,57,0,0,0,5586,0,0,8,0,2,1,510,41,0,5,2,0,0,4,0,219,225,7,0,1
397,25/06/2021,12268,0,0,67,3,0,361,9,2084,0,2606,0,10,0,185,52,0,2,0,5998,0,2,7,0,0,3,370,49,0,0,0,5,0,6,1,218,223,6,0,1
398,26/06/2021,9252,0,0,33,0,0,305,6,1294,0,2585,0,11,0,174,37,0,0,0,4080,0,0,3,0,0,0,315,19,0,2,0,0,0,4,0,192,183,8,0,1
399,27/06/2021,7574,0,0,18,0,0,303,2,1081,0,2018,0,14,1,133,31,0,0,0,3472,1,0,8,0,0,0,293,32,0,2,0,0,0,1,0,14,145,5,0,0
400,28/06/2021,12829,0,0,78,2,0,307,10,1996,0,3209,0,24,1,152,54,0,0,0,5889,1,0,4,0,0,-1,549,17,0,3,0,4,0,4,0,258,258,9,0,1
401,29/06/2021,13610,0,0,66,0,0,365,11,2342,0,3113,-1,29,2,184,70,0,0,0,6257,1,0,2,0,1,3,503,37,0,1,0,5,0,9,0,299,305,6,0,0
402,30/06/2021,14569,0,0,99,2,0,331,20,2405,0,3322,0,26,2,242,79,0,0,0,6823,0,0,11,1,0,0,528,49,0,5,0,0,0,8,2,383,224,7,0,0
403,01/07/2021,12485,0,0,81,1,0,343,9,2491,0,3091,0,24,3,215,68,0,0,0,4995,0,1,5,1,0,0,434,62,0,0,0,0,0,7,0,337,310,7,0,0
404,02/07/2021,12719,0,0,90,5,0,324,16,1976,0,2646,0,23,1,233,63,0,0,0,6079,0,0,3,2,0,1,522,54,0,0,0,1,0,8,1,347,317,6,0,1
405,03/07/2021,10366,0,0,49,2,0,341,8,1416,0,2881,0,13,1,173,53,0,0,0,4574,0,0,8,0,0,0,324,28,0,0,0,1,0,6,0,271,211,4,0,2
406,04/07/2021,8343,0,1,27,1,0,331,5,1275,0,2379,0,14,0,130,42,0,0,0,3373,0,0,4,0,0,0,301,27,0,1,0,3,0,6,0,232,183,7,0,1
407,05/07/2021,12817,0,0,41,4,0,343,17,2096,0,3095,0,18,-1,203,65,0,0,0,5718,0,0,2,2,0,1,590,33,0,2,0,2,0,2,0,293,284,7,0,0
408,06/07/2021,12721,0,0,73,0,1,374,26,2069,0,2949,0,18,0,184,62,0,0,0,5622,1,0,9,0,0,0,623,42,0,0,0,5,0,2,0,370,282,9,0,0
409,07/07/2021,11835,0,0,88,4,1,367,18,2235,0,2831,0,18,0,177,67,0,0,0,4934,0,0,6,0,0,0,432,39,0,3,0,4,0,5,0,326,272,8,0,0
410,08/07/2021,13092,0,0,63,6,0,385,25,2171,0,2784,0,12,1,212,53,0,0,0,6216,0,1,4,0,0,0,536,42,0,1,0,3,0,8,0,283,280,6,0,0
411,09/07/2021,12883,0,0,49,4,0,391,37,2220,0,2664,0,9,0,211,60,0,1,0,6099,1,1,7,0,0,0,501,41,0,4,0,1,0,2,0,303,268,8,0,1
412,10/07/2021,9330,0,1,40,0,0,336,14,1286,0,2626,0,14,0,187,44,0,0,0,4323,0,0,10,0,0,0,251,36,0,1,0,1,0,5,0,-30,181,4,0,0
413,11/07/2021,8502,0,0,20,1,1,335,25,1157,0,2255,0,10,0,157,48,0,0,0,3773,0,0,3,0,0,0,258,25,0,0,0,3,0,4,0,277,144,6,0,0
414,12/07/2021,12750,0,0,60,2,0,362,17,1951,0,2872,0,15,1,170,40,0,0,0,6259,0,1,9,1,0,0,364,35,0,5,0,0,0,12,0,289,279,6,0,0
415,13/07/2021,13334,0,0,80,6,0,389,19,2064,0,2894,0,39,1,193,60,0,1,0,6496,0,2,5,0,0,0,381,58,0,1,0,2,0,3,3,324,298,13,0,1
416,14/07/2021,13664,0,0,89,4,0,399,23,2372,0,2922,0,31,1,228,73,0,0,0,6274,0,1,6,0,0,0,489,23,0,3,0,3,0,7,1,329,375,10,0,1
417,15/07/2021,12018,0,1,85,2,1,475,32,2426,0,3041,1,23,0,268,69,0,0,0,4190,0,0,4,0,0,1,507,58,0,3,0,3,0,6,2,404,405,9,0,2
